hcp_id,specialty,territory_id,region,city_tier,years_in_practice,monthly_patient_volume,category_awareness,brand_awareness,recommendation_rate,digital_engagement,rep_visits_last_quarter,pre_recall_prescriber,competitor_preference
HCP01301,Pediatrician,TR23,South,T1,7,325.0,4,4,0.37,0.566,9,True,Uprise-D3
HCP01302,General Practitioner,TR31,East,T1,14,70.0,3,4,0.164,0.499,6,False,Arachitol Kids
HCP01303,General Practitioner,TR09,North,T2,11,369.0,3,3,0.079,0.527,8,True,Arachitol Kids
HCP01304,Pediatrician,TR04,North,T2,23,262.0,5,4,0.217,0.462,5,False,Arachitol Kids
HCP01305,Neonatologist,TR02,North,T1,25,256.0,4,4,0.272,0.284,7,False,Uprise-D3
HCP01306,Obstetrician-Gynecologist,TR26,South,T1,23,92.0,2,3,0.222,0.45,2,True,Arachitol Kids
HCP01307,Neonatologist,TR31,East,T1,5,298.0,4,4,0.145,0.822,7,False,Ultra D3
HCP01308,Pediatrician,TR25,South,T3,12,266.0,5,3,0.308,0.681,5,True,Other / Generic
HCP01309,Pediatrician,TR35,East,T2,7,547.0,5,4,0.381,0.939,9,True,D3 Must Forte
HCP01310,Pediatrician,TR26,South,T1,19,344.0,4,4,0.209,0.43,1,True,Uprise-D3
HCP01311,Neonatologist,TR12,West,T1,16,96.0,4,4,0.115,0.407,2,False,D3 Must Forte
HCP01312,Obstetrician-Gynecologist,TR11,North,T3,11,197.0,4,3,0.068,0.513,6,False,Other / Generic
HCP01313,General Practitioner,TR24,South,T1,10,433.0,4,3,0.131,0.556,4,False,Kidrich D3 Nano
HCP01314,Pediatrician,TR25,South,T3,10,160.0,5,4,0.146,0.758,3,False,Uprise-D3
HCP01315,Pediatrician,TR19,Central,T2,12,434.0,4,3,0.119,0.717,6,False,Uprise-D3
HCP01316,General Practitioner,TR19,Central,T2,9,121.0,3,5,0.388,0.612,4,True,Uprise-D3
HCP01317,Pediatrician,TR15,West,T2,33,457.0,4,3,0.149,0.233,2,True,Ultra D3
HCP01318,Pediatrician,TR14,West,T1,25,508.0,4,4,0.055,0.651,3,False,Uprise-D3
HCP01319,General Practitioner,TR24,South,T1,40,584.0,3,4,0.106,0.224,3,False,Other / Generic
HCP01320,General Practitioner,TR27,South,T2,4,231.0,3,4,0.158,0.969,2,False,Uprise-D3
HCP01321,Pediatrician,TR28,South,T1,6,220.0,4,3,0.378,0.599,6,True,Arachitol Kids
HCP01322,General Practitioner,TR13,West,T1,7,126.0,4,4,0.228,0.657,5,True,Arachitol Kids
HCP01323,Pediatrician,TR30,South,T2,7,366.0,4,4,0.488,0.628,4,False,Uprise-D3
HCP01324,Pediatrician,TR12,West,T1,3,444.0,4,3,0.212,0.55,6,False,Arachitol Kids
HCP01325,Pediatrician,TR12,West,T1,10,398.0,3,3,0.094,0.555,3,False,Other / Generic
HCP01326,Pediatrician,TR28,South,T1,11,263.0,5,3,0.426,0.577,4,True,Uprise-D3
HCP01327,Pediatrician,TR35,East,T2,25,81.0,5,4,0.346,0.353,6,True,Kidrich D3 Nano
HCP01328,Pediatrician,TR33,East,T2,4,347.0,5,3,0.454,0.548,6,True,Uprise-D3
HCP01329,Pediatrician,TR03,North,T2,15,283.0,4,4,0.312,0.363,6,False,D3 Must Forte
HCP01330,Pediatrician,TR12,West,T1,21,622.0,3,5,0.606,0.4,7,True,Kidrich D3 Nano
HCP01331,Pediatrician,TR27,South,T2,8,342.0,4,5,0.493,0.497,6,False,D3 Must Forte
HCP01332,General Practitioner,TR28,South,T1,14,109.0,3,5,0.354,0.431,5,False,Kidrich D3 Nano
HCP01333,Pediatrician,TR18,West,T3,10,714.0,5,3,0.252,0.525,8,True,Uprise-D3
HCP01334,Pediatrician,TR01,North,T1,22,255.0,4,4,0.584,0.513,7,True,Ultra D3
HCP01335,Pediatrician,TR18,West,T3,8,394.0,5,4,0.275,0.518,7,False,Uprise-D3
HCP01336,Pediatrician,TR01,North,T1,9,302.0,4,2,0.089,0.784,4,False,Other / Generic
HCP01337,General Practitioner,TR12,West,T1,7,74.0,3,3,0.3,0.747,5,True,Ultra D3
HCP01338,Obstetrician-Gynecologist,TR24,South,T1,14,121.0,2,4,0.101,0.421,9,False,Uprise-D3
HCP01339,Pediatrician,TR04,North,T2,21,286.0,5,4,0.482,0.374,8,True,Uprise-D3
HCP01340,Pediatrician,TR26,South,T1,2,768.0,3,3,0.27,0.471,5,True,Kidrich D3 Nano
HCP01341,Pediatrician,TR23,South,T1,3,467.0,3,5,0.606,0.532,10,False,Ultra D3
HCP01342,Pediatrician,TR16,West,T1,26,361.0,5,4,0.22,0.124,4,False,Arachitol Kids
HCP01343,Obstetrician-Gynecologist,TR14,West,T1,9,179.0,4,4,0.163,0.709,11,False,Uprise-D3
HCP01344,General Practitioner,TR32,East,T3,5,140.0,3,3,0.292,0.864,5,True,D3 Must Forte
HCP01345,General Practitioner,TR21,Central,T3,9,189.0,3,4,0.121,0.727,3,False,Uprise-D3
HCP01346,Obstetrician-Gynecologist,TR31,East,T1,21,157.0,4,4,0.131,0.583,10,True,Arachitol Kids
HCP01347,General Practitioner,TR15,West,T2,16,143.0,3,4,0.06,0.64,6,False,D3 Must Forte
HCP01348,Pediatrician,TR23,South,T1,21,428.0,4,3,0.203,0.551,5,True,D3 Must Forte
HCP01349,General Practitioner,TR34,East,T3,6,168.0,3,3,0.036,0.748,2,False,Arachitol Kids
HCP01350,General Practitioner,TR04,North,T2,11,150.0,5,3,0.119,0.729,2,True,Uprise-D3
HCP01351,Pediatrician,TR11,North,T3,7,377.0,4,5,0.22,0.565,9,False,Uprise-D3
HCP01352,General Practitioner,TR32,East,T3,15,115.0,3,4,0.175,0.338,5,True,Arachitol Kids
HCP01353,Pediatrician,TR16,West,T1,11,311.0,4,3,0.179,0.521,3,False,Uprise-D3
HCP01354,Pediatrician,TR12,West,T1,18,207.0,4,3,0.326,0.559,6,False,Kidrich D3 Nano
HCP01355,General Practitioner,TR36,East,T2,10,82.0,5,2,0.021,0.421,6,False,Kidrich D3 Nano
HCP01356,Pediatrician,TR03,North,T2,19,304.0,5,4,0.265,0.411,5,False,D3 Must Forte
HCP01357,Pediatrician,TR23,South,T1,14,358.0,4,5,0.524,0.597,5,True,Other / Generic
HCP01358,Pediatrician,TR28,South,T1,3,150.0,5,4,0.269,0.651,7,False,Arachitol Kids
HCP01359,General Practitioner,TR28,South,T1,8,302.0,4,2,0.018,0.544,6,False,Arachitol Kids
HCP01360,Obstetrician-Gynecologist,TR16,West,T1,9,90.0,4,4,0.455,0.593,3,True,Arachitol Kids
HCP01361,General Practitioner,TR01,North,T1,23,337.0,4,1,0.059,0.443,11,True,Uprise-D3
HCP01362,General Practitioner,TR30,South,T2,30,160.0,3,5,0.181,0.645,13,False,Kidrich D3 Nano
HCP01363,Pediatrician,TR28,South,T1,13,573.0,5,3,0.291,,6,True,Arachitol Kids
HCP01364,General Practitioner,TR10,North,T2,29,79.0,4,3,0.05,0.276,6,False,D3 Must Forte
HCP01365,Pediatrician,TR13,West,T1,14,424.0,5,3,0.088,0.525,4,False,Other / Generic
HCP01366,Pediatrician,TR18,West,T3,16,232.0,5,4,0.328,0.732,4,True,Uprise-D3
HCP01367,General Practitioner,TR03,North,T2,11,182.0,4,4,0.186,0.533,6,False,Arachitol Kids
HCP01368,Pediatrician,TR29,South,T2,8,336.0,4,2,0.11,0.664,8,False,Uprise-D3
HCP01369,Obstetrician-Gynecologist,TR33,East,T2,32,183.0,4,3,0.068,0.28,6,False,Uprise-D3
HCP01370,Pediatrician,TR13,West,T1,10,335.0,5,5,0.29,0.49,3,True,Kidrich D3 Nano
HCP01371,General Practitioner,TR33,East,T2,7,106.0,3,3,0.176,0.457,5,False,Uprise-D3
HCP01372,Pediatrician,TR28,South,T1,5,333.0,5,4,0.351,0.714,9,False,Ultra D3
HCP01373,General Practitioner,TR26,South,T1,2,343.0,3,2,0.093,0.606,6,True,Uprise-D3
HCP01374,General Practitioner,TR35,East,T2,5,181.0,2,2,0.047,0.59,5,True,D3 Must Forte
HCP01375,Pediatrician,TR13,West,T1,5,210.0,5,3,0.255,0.572,5,False,Other / Generic
HCP01376,Neonatologist,TR32,East,T3,15,154.0,3,4,0.375,0.53,6,True,Kidrich D3 Nano
HCP01377,General Practitioner,TR03,North,T2,11,167.0,3,3,0.268,0.451,2,True,Arachitol Kids
HCP01378,Pediatrician,TR16,West,T1,5,651.0,5,2,0.191,0.7,7,True,D3 Must Forte
HCP01379,General Practitioner,TR21,Central,T3,22,179.0,4,5,0.256,0.666,3,False,Other / Generic
HCP01380,Pediatrician,TR04,North,T2,26,303.0,5,5,0.306,0.383,4,False,Uprise-D3
HCP01381,General Practitioner,TR26,South,T1,5,114.0,2,3,0.065,0.503,6,False,Arachitol Kids
HCP01382,Pediatrician,TR16,West,T1,6,1139.0,4,4,0.401,0.665,8,True,Uprise-D3
HCP01383,Obstetrician-Gynecologist,TR16,West,T1,19,144.0,4,3,0.248,0.541,4,True,D3 Must Forte
HCP01384,Pediatrician,TR22,Central,T3,9,231.0,4,4,0.206,0.662,6,True,Arachitol Kids
HCP01385,General Practitioner,TR04,North,T2,27,117.0,4,4,0.462,0.193,7,True,Arachitol Kids
HCP01386,Obstetrician-Gynecologist,TR08,North,T2,6,286.0,4,4,0.076,0.487,5,False,D3 Must Forte
HCP01387,Neonatologist,TR07,North,T3,26,187.0,5,4,0.431,0.294,7,True,Uprise-D3
HCP01388,General Practitioner,TR34,East,T3,7,155.0,3,3,0.028,0.389,2,False,D3 Must Forte
HCP01389,General Practitioner,TR28,South,T1,26,179.0,3,4,0.276,0.171,7,True,Other / Generic
HCP01390,Pediatrician,TR19,Central,T2,16,276.0,3,2,0.142,0.704,10,True,D3 Must Forte
HCP01391,Pediatrician,TR24,South,T1,15,361.0,4,5,0.724,0.572,6,True,No alternative (DePURA loyal)
HCP01392,General Practitioner,TR24,South,T1,17,205.0,3,2,0.056,0.411,3,True,Kidrich D3 Nano
HCP01393,General Practitioner,TR11,North,T3,7,129.0,4,3,0.233,0.867,2,True,Other / Generic
HCP01394,Pediatrician,TR02,North,T1,2,556.0,5,5,0.767,0.814,3,True,No alternative (DePURA loyal)
HCP01395,General Practitioner,TR21,Central,T3,6,308.0,3,4,0.098,0.961,2,False,Uprise-D3
HCP01396,Pediatrician,TR11,North,T3,16,146.0,4,3,0.399,0.571,6,True,Uprise-D3
HCP01397,General Practitioner,TR31,East,T1,4,233.0,4,4,0.269,0.802,7,False,D3 Must Forte
HCP01398,Pediatrician,TR10,North,T2,6,503.0,5,3,0.114,0.511,4,False,Other / Generic
HCP01399,Obstetrician-Gynecologist,TR22,Central,T3,7,72.0,5,4,0.229,0.788,5,False,Arachitol Kids
HCP01400,Pediatrician,TR15,West,T2,13,384.0,4,5,0.507,0.446,3,True,D3 Must Forte
HCP01401,Pediatrician,TR27,South,T2,20,586.0,4,5,0.499,0.381,4,True,Ultra D3
HCP01402,General Practitioner,TR34,East,T3,1,148.0,4,3,0.161,0.726,2,False,Uprise-D3
HCP01403,Pediatrician,TR15,West,T2,7,153.0,4,4,0.58,0.747,5,True,Arachitol Kids
HCP01404,Pediatrician,TR01,North,T1,11,363.0,4,4,0.164,0.555,7,False,Uprise-D3
HCP01405,General Practitioner,TR24,South,T1,35,97.0,3,4,0.042,0.396,2,False,Arachitol Kids
HCP01406,Obstetrician-Gynecologist,TR04,North,T2,11,101.0,5,3,0.169,0.336,6,False,Ultra D3
HCP01407,General Practitioner,TR03,North,T2,12,255.0,4,2,0.035,0.384,2,True,Uprise-D3
HCP01408,Pediatrician,TR24,South,T1,9,320.0,5,5,0.453,0.932,6,True,Other / Generic
HCP01409,Pediatrician,TR03,North,T2,14,168.0,4,5,0.572,0.545,7,False,Arachitol Kids
HCP01410,General Practitioner,TR04,North,T2,23,96.0,4,4,0.143,0.675,9,False,Arachitol Kids
HCP01411,General Practitioner,TR16,West,T1,8,70.0,4,5,0.464,0.852,6,True,Kidrich D3 Nano
HCP01412,Neonatologist,TR16,West,T1,14,263.0,5,3,0.448,0.637,7,True,Arachitol Kids
HCP01413,Pediatrician,TR32,East,T3,9,194.0,4,5,0.59,0.416,8,True,D3 Must Forte
HCP01414,Pediatrician,TR12,West,T1,5,186.0,4,4,0.205,0.692,2,True,Other / Generic
HCP01415,Neonatologist,TR15,West,T2,14,167.0,5,3,0.052,0.245,5,False,D3 Must Forte
HCP01416,Pediatrician,TR26,South,T1,9,250.0,4,3,0.083,0.566,8,True,Ultra D3
HCP01417,Neonatologist,TR29,South,T2,9,226.0,5,2,0.025,0.656,4,False,Kidrich D3 Nano
HCP01418,Pediatrician,TR14,West,T1,29,219.0,5,5,0.388,0.206,6,False,Arachitol Kids
HCP01419,General Practitioner,TR24,South,T1,2,235.0,4,5,0.234,0.579,2,False,Uprise-D3
HCP01420,Pediatrician,TR24,South,T1,10,287.0,5,4,0.56,0.742,4,True,Arachitol Kids
HCP01421,Obstetrician-Gynecologist,TR12,West,T1,9,144.0,4,3,0.103,0.413,2,True,Arachitol Kids
HCP01422,Obstetrician-Gynecologist,TR04,North,T2,13,51.0,4,3,0.205,0.61,10,True,Kidrich D3 Nano
HCP01423,Pediatrician,TR25,South,T3,21,276.0,4,4,0.183,0.513,7,False,D3 Must Forte
HCP01424,General Practitioner,TR12,West,T1,21,241.0,3,3,0.158,0.451,6,True,Arachitol Kids
HCP01425,Pediatrician,TR13,West,T1,11,335.0,4,4,0.335,0.449,5,True,Arachitol Kids
HCP01426,Pediatrician,TR22,Central,T3,16,340.0,4,3,0.182,0.437,2,True,D3 Must Forte
HCP01427,General Practitioner,TR05,North,T2,8,120.0,3,4,0.35,0.695,4,True,Arachitol Kids
HCP01428,General Practitioner,TR10,North,T2,12,177.0,4,3,0.104,0.517,10,False,Other / Generic
HCP01429,Pediatrician,TR16,West,T1,17,585.0,3,3,0.478,0.434,3,True,D3 Must Forte
HCP01430,Pediatrician,TR31,East,T1,35,351.0,3,4,0.598,0.643,4,True,Kidrich D3 Nano
HCP01431,Pediatrician,TR28,South,T1,4,266.0,4,5,0.325,0.98,5,True,Arachitol Kids
HCP01432,Pediatrician,TR13,West,T1,25,326.0,4,3,0.164,0.581,3,False,Uprise-D3
HCP01433,Pediatrician,TR12,West,T1,10,250.0,4,4,0.343,0.733,4,True,D3 Must Forte
HCP01434,Pediatrician,TR36,East,T2,4,208.0,4,5,0.649,0.619,8,True,No alternative (DePURA loyal)
HCP01435,Obstetrician-Gynecologist,TR24,South,T1,6,178.0,4,3,0.08,0.77,4,False,Arachitol Kids
HCP01436,Pediatrician,TR25,South,T3,21,469.0,4,3,0.274,0.237,9,True,Arachitol Kids
HCP01437,Obstetrician-Gynecologist,TR01,North,T1,8,30.0,4,4,0.3,0.645,8,True,Ultra D3
HCP01438,Pediatrician,TR03,North,T2,13,265.0,4,2,0.179,0.703,4,False,D3 Must Forte
HCP01439,Pediatrician,TR12,West,T1,39,202.0,5,4,0.137,0.229,6,False,Kidrich D3 Nano
HCP01440,Pediatrician,TR30,South,T2,16,263.0,4,5,0.622,0.528,5,True,Other / Generic
HCP01441,Pediatrician,TR32,East,T3,3,248.0,5,3,0.667,0.919,8,True,Other / Generic
HCP01442,General Practitioner,TR08,North,T2,5,226.0,4,4,0.155,0.554,3,False,Other / Generic
HCP01443,Pediatrician,TR26,South,T1,26,407.0,5,3,0.12,0.331,2,True,D3 Must Forte
HCP01444,Pediatrician,TR31,East,T1,7,602.0,5,5,0.345,0.698,10,True,Arachitol Kids
HCP01445,Pediatrician,TR31,East,T1,7,405.0,3,5,0.175,0.788,4,True,Kidrich D3 Nano
HCP01446,General Practitioner,TR16,West,T1,13,398.0,4,3,0.132,0.717,4,True,Arachitol Kids
HCP01447,Pediatrician,TR11,North,T3,22,467.0,4,4,0.501,0.358,11,True,Arachitol Kids
HCP01448,Pediatrician,TR34,East,T3,21,241.0,4,3,0.293,0.494,3,True,Other / Generic
HCP01449,Pediatrician,TR12,West,T1,6,345.0,3,3,0.332,0.804,1,True,Uprise-D3
HCP01450,General Practitioner,TR11,North,T3,16,69.0,4,3,0.207,0.693,3,True,Uprise-D3
HCP01451,Neonatologist,TR08,North,T2,13,64.0,5,4,0.248,0.25,3,False,Arachitol Kids
HCP01452,Pediatrician,TR19,Central,T2,15,386.0,4,2,0.51,0.644,5,True,Ultra D3
HCP01453,Pediatrician,TR03,North,T2,4,384.0,5,5,0.373,0.648,6,True,Uprise-D3
HCP01454,Pediatrician,TR22,Central,T3,28,409.0,5,4,0.554,0.381,9,True,Other / Generic
HCP01455,Neonatologist,TR34,East,T3,39,167.0,4,3,0.14,0.0,4,False,Arachitol Kids
HCP01456,Pediatrician,TR18,West,T3,12,252.0,5,4,0.574,0.509,8,False,Ultra D3
HCP01457,General Practitioner,TR35,East,T2,29,152.0,3,4,0.169,0.408,3,False,Other / Generic
HCP01458,General Practitioner,TR32,East,T3,28,61.0,3,4,0.311,0.445,3,True,Uprise-D3
HCP01459,Pediatrician,TR28,South,T1,32,617.0,4,3,0.41,0.346,6,True,Other / Generic
HCP01460,General Practitioner,TR23,South,T1,21,150.0,3,4,0.183,0.525,6,True,Uprise-D3
HCP01461,General Practitioner,TR31,East,T1,4,202.0,3,4,0.169,0.697,6,True,Arachitol Kids
HCP01462,Pediatrician,TR21,Central,T3,23,364.0,5,5,0.362,0.133,0,False,Other / Generic
HCP01463,Pediatrician,TR09,North,T2,11,989.0,4,4,0.269,0.777,8,False,D3 Must Forte
HCP01464,Pediatrician,TR33,East,T2,16,418.0,4,3,0.164,0.611,11,True,Arachitol Kids
HCP01465,Pediatrician,TR18,West,T3,20,428.0,4,4,0.095,0.542,6,False,Ultra D3
HCP01466,General Practitioner,TR32,East,T3,6,191.0,4,3,0.117,0.695,9,False,Uprise-D3
HCP01467,General Practitioner,TR14,West,T1,13,304.0,3,4,0.249,0.666,4,True,D3 Must Forte
HCP01468,Obstetrician-Gynecologist,TR13,West,T1,40,116.0,3,3,0.26,0.2,5,True,Arachitol Kids
HCP01469,Pediatrician,TR28,South,T1,24,444.0,5,4,0.682,,7,True,No alternative (DePURA loyal)
HCP01470,Pediatrician,TR24,South,T1,17,253.0,4,4,0.105,0.404,1,False,Uprise-D3
HCP01471,Pediatrician,TR16,West,T1,30,453.0,5,4,0.386,0.228,5,True,Arachitol Kids
HCP01472,General Practitioner,TR31,East,T1,4,170.0,4,3,0.084,0.783,6,False,Arachitol Kids
HCP01473,Pediatrician,TR19,Central,T2,3,270.0,3,3,0.203,0.892,7,False,Uprise-D3
HCP01474,Pediatrician,TR01,North,T1,2,437.0,3,5,0.594,0.677,2,True,Kidrich D3 Nano
HCP01475,General Practitioner,TR26,South,T1,11,125.0,2,3,0.06,0.675,2,False,Kidrich D3 Nano
HCP01476,General Practitioner,TR02,North,T1,10,109.0,3,2,0.03,0.446,6,False,Uprise-D3
HCP01477,Pediatrician,TR16,West,T1,17,226.0,5,3,0.227,0.271,3,False,Kidrich D3 Nano
HCP01478,General Practitioner,TR08,North,T2,11,119.0,3,4,0.152,0.499,1,False,Arachitol Kids
HCP01479,Pediatrician,TR10,North,T2,24,362.0,5,5,0.461,0.449,5,True,Uprise-D3
HCP01480,General Practitioner,TR36,East,T2,4,157.0,4,3,0.205,0.808,4,True,Uprise-D3
HCP01481,General Practitioner,TR03,North,T2,7,192.0,4,3,0.235,0.414,8,True,Uprise-D3
HCP01482,General Practitioner,TR27,South,T2,5,217.0,2,3,0.159,,1,False,Ultra D3
HCP01483,Pediatrician,TR24,South,T1,11,624.0,5,4,0.57,0.686,7,True,D3 Must Forte
HCP01484,General Practitioner,TR08,North,T2,17,125.0,3,3,0.037,0.412,7,False,D3 Must Forte
HCP01485,Pediatrician,TR33,East,T2,12,175.0,5,4,0.301,0.661,3,True,Uprise-D3
HCP01486,Pediatrician,TR08,North,T2,14,209.0,5,4,0.439,0.549,7,False,Arachitol Kids
HCP01487,Neonatologist,TR19,Central,T2,14,163.0,5,3,0.236,0.629,7,True,Uprise-D3
HCP01488,Pediatrician,TR28,South,T1,20,366.0,5,3,0.076,0.74,7,False,Arachitol Kids
HCP01489,General Practitioner,TR27,South,T2,12,102.0,2,3,0.174,0.879,7,True,Kidrich D3 Nano
HCP01490,Pediatrician,TR13,West,T1,11,523.0,4,4,0.123,0.629,0,False,Arachitol Kids
HCP01491,Pediatrician,TR30,South,T2,7,219.0,5,4,0.272,0.629,10,False,Uprise-D3
HCP01492,Pediatrician,TR35,East,T2,13,185.0,5,2,0.048,0.735,2,False,Uprise-D3
HCP01493,Pediatrician,TR16,West,T1,7,263.0,5,3,0.063,0.645,1,False,D3 Must Forte
HCP01494,General Practitioner,TR24,South,T1,8,351.0,4,4,0.115,0.786,6,False,Ultra D3
HCP01495,Neonatologist,TR14,West,T1,18,61.0,5,3,0.408,0.432,8,True,D3 Must Forte
HCP01496,Obstetrician-Gynecologist,TR14,West,T1,5,120.0,4,5,0.107,0.446,12,False,Arachitol Kids
HCP01497,Neonatologist,TR16,West,T1,11,268.0,3,3,0.184,0.692,4,True,Arachitol Kids
HCP01498,Pediatrician,TR08,North,T2,8,173.0,4,4,0.607,0.675,5,True,No alternative (DePURA loyal)
HCP01499,Neonatologist,TR25,South,T3,7,105.0,4,4,0.278,0.658,6,True,Other / Generic
HCP01500,Pediatrician,TR06,North,T2,24,462.0,5,4,0.452,0.133,6,True,Other / Generic
HCP01501,Pediatrician,TR01,North,T1,12,153.0,3,3,0.242,0.779,7,True,Uprise-D3
HCP01502,Pediatrician,TR16,West,T1,16,211.0,5,4,0.211,0.655,2,False,Uprise-D3
HCP01503,Pediatrician,TR02,North,T1,18,591.0,5,3,0.154,0.682,8,False,Other / Generic
HCP01504,General Practitioner,TR21,Central,T3,22,57.0,5,3,0.108,0.711,4,False,Arachitol Kids
HCP01505,Pediatrician,TR19,Central,T2,4,131.0,5,4,0.414,0.496,13,True,Uprise-D3
HCP01506,Pediatrician,TR04,North,T2,2,199.0,4,3,0.263,0.533,5,True,Other / Generic
HCP01507,Pediatrician,TR10,North,T2,12,316.0,4,4,0.507,0.676,4,True,Uprise-D3
HCP01508,Pediatrician,TR01,North,T1,24,446.0,5,3,0.207,0.469,9,True,Kidrich D3 Nano
HCP01509,Obstetrician-Gynecologist,TR23,South,T1,13,237.0,4,4,0.181,0.686,5,False,Ultra D3
HCP01510,Pediatrician,TR12,West,T1,2,188.0,4,3,0.318,0.656,5,True,Kidrich D3 Nano
HCP01511,Pediatrician,TR26,South,T1,10,591.0,4,4,0.373,0.55,6,False,Kidrich D3 Nano
HCP01512,General Practitioner,TR24,South,T1,11,114.0,2,3,0.021,,2,False,Arachitol Kids
HCP01513,Obstetrician-Gynecologist,TR14,West,T1,19,218.0,5,3,0.298,0.467,12,True,Uprise-D3
HCP01514,Pediatrician,TR01,North,T1,4,357.0,4,4,0.286,0.784,5,True,Kidrich D3 Nano
HCP01515,Pediatrician,TR13,West,T1,12,162.0,4,4,0.622,0.623,3,True,Arachitol Kids
HCP01516,Neonatologist,TR13,West,T1,26,177.0,5,3,0.291,0.269,2,True,Other / Generic
HCP01517,Pediatrician,TR13,West,T1,17,230.0,4,4,0.464,0.663,4,True,Uprise-D3
HCP01518,Pediatrician,TR34,East,T3,20,256.0,3,3,0.298,0.249,2,True,Arachitol Kids
HCP01519,Pediatrician,TR06,North,T2,8,359.0,3,4,0.227,0.611,5,False,Uprise-D3
HCP01520,Pediatrician,TR12,West,T1,17,636.0,5,5,0.867,,6,True,Kidrich D3 Nano
HCP01521,Neonatologist,TR29,South,T2,13,347.0,4,4,0.24,0.588,6,False,Arachitol Kids
HCP01522,Neonatologist,TR33,East,T2,6,141.0,4,4,0.368,0.772,4,True,D3 Must Forte
HCP01523,Pediatrician,TR16,West,T1,14,193.0,4,3,0.331,0.401,6,True,D3 Must Forte
HCP01524,General Practitioner,TR20,Central,T2,13,346.0,3,4,0.099,0.359,2,False,Arachitol Kids
HCP01525,Obstetrician-Gynecologist,TR01,North,T1,10,181.0,4,4,0.245,0.764,7,False,Ultra D3
HCP01526,General Practitioner,TR28,South,T1,7,194.0,4,4,0.407,0.438,9,True,Arachitol Kids
HCP01527,General Practitioner,TR23,South,T1,7,52.0,3,3,0.032,0.718,1,False,Uprise-D3
HCP01528,Neonatologist,TR16,West,T1,25,461.0,4,3,0.059,,3,False,Arachitol Kids
HCP01529,Pediatrician,TR12,West,T1,12,179.0,4,4,0.504,0.516,1,True,Kidrich D3 Nano
HCP01530,Pediatrician,TR16,West,T1,13,521.0,4,4,0.154,0.325,6,True,Arachitol Kids
HCP01531,General Practitioner,TR26,South,T1,3,123.0,4,2,0.012,0.602,3,False,Uprise-D3
HCP01532,General Practitioner,TR02,North,T1,3,97.0,3,3,0.093,0.686,6,False,Ultra D3
HCP01533,Pediatrician,TR18,West,T3,10,281.0,3,3,0.168,0.717,5,False,Uprise-D3
HCP01534,Pediatrician,TR01,North,T1,22,344.0,5,4,0.105,0.346,5,False,Kidrich D3 Nano
HCP01535,General Practitioner,TR28,South,T1,14,265.0,4,2,0.039,0.527,8,False,Arachitol Kids
HCP01536,Pediatrician,TR09,North,T2,17,326.0,4,5,0.205,0.771,1,False,D3 Must Forte
HCP01537,Obstetrician-Gynecologist,TR31,East,T1,36,216.0,3,4,0.133,0.237,7,True,Other / Generic
HCP01538,Obstetrician-Gynecologist,TR16,West,T1,11,130.0,5,4,0.201,0.5,3,True,D3 Must Forte
HCP01539,Pediatrician,TR16,West,T1,4,337.0,4,4,0.67,0.897,4,True,Other / Generic
HCP01540,General Practitioner,TR14,West,T1,3,191.0,4,4,0.207,0.944,10,False,Arachitol Kids
HCP01541,General Practitioner,TR19,Central,T2,5,101.0,4,3,0.208,0.372,6,True,Kidrich D3 Nano
HCP01542,Pediatrician,TR13,West,T1,29,276.0,5,4,0.187,0.336,4,False,Uprise-D3
HCP01543,Pediatrician,TR14,West,T1,32,314.0,5,5,0.39,0.577,8,True,D3 Must Forte
HCP01544,Pediatrician,TR08,North,T2,40,367.0,4,4,0.384,0.471,9,True,Arachitol Kids
HCP01545,Obstetrician-Gynecologist,TR13,West,T1,5,60.0,4,4,0.12,0.685,3,True,D3 Must Forte
HCP01546,Obstetrician-Gynecologist,TR28,South,T1,9,79.0,3,3,0.181,0.528,4,True,D3 Must Forte
HCP01547,Pediatrician,TR10,North,T2,40,230.0,4,4,0.203,0.108,5,True,D3 Must Forte
HCP01548,Obstetrician-Gynecologist,TR29,South,T2,10,135.0,5,2,0.122,0.723,1,True,Kidrich D3 Nano
HCP01549,General Practitioner,TR31,East,T1,15,60.0,4,3,0.118,0.737,3,True,Kidrich D3 Nano
HCP01550,Pediatrician,TR24,South,T1,10,698.0,5,4,0.305,0.791,4,False,Uprise-D3
HCP01551,Pediatrician,TR01,North,T1,19,346.0,3,4,0.594,0.325,5,True,Uprise-D3
HCP01552,Obstetrician-Gynecologist,TR21,Central,T3,14,98.0,4,3,0.053,0.509,4,False,Other / Generic
HCP01553,Pediatrician,TR29,South,T2,11,197.0,3,3,0.182,0.541,6,True,Uprise-D3
HCP01554,General Practitioner,TR14,West,T1,12,188.0,4,2,0.018,0.508,4,False,Arachitol Kids
HCP01555,General Practitioner,TR12,West,T1,7,150.0,2,5,0.19,0.715,6,False,Kidrich D3 Nano
HCP01556,General Practitioner,TR13,West,T1,2,336.0,4,2,0.076,0.703,5,True,Uprise-D3
HCP01557,Pediatrician,TR16,West,T1,23,179.0,4,4,0.157,0.626,4,False,Kidrich D3 Nano
HCP01558,Pediatrician,TR02,North,T1,4,253.0,5,5,0.444,0.505,7,False,D3 Must Forte
HCP01559,Obstetrician-Gynecologist,TR10,North,T2,8,180.0,5,2,0.078,0.6,4,False,Other / Generic
