consumer_id,child_age_group,region,city_tier,awareness,price_sensitivity,brand_trust,adherence_score,current_brand,consumer_segment
CON01505,0-12 months,South,T2,3,3.0,5,0.665,Not currently buying,Mainstream
CON01506,6-12 years,South,T1,1,4.0,4,0.706,Other brand,Low-awareness
CON01507,0-12 months,West,T3,4,5.0,2,0.751,Not currently buying,Price-sensitive
CON01508,6-12 years,North,T2,3,4.0,5,0.482,Not currently buying,Price-sensitive
CON01509,0-12 months,South,T1,5,4.0,3,0.617,Not currently buying,Price-sensitive
CON01510,6-12 years,North,T2,3,3.0,4,0.378,Other brand,Mainstream
CON01511,0-12 months,South,T1,3,3.0,2,0.725,Other brand,Mainstream
CON01512,1-5 years,North,T2,3,2.0,3,0.68,Other brand,Mainstream
CON01513,0-12 months,North,T2,3,4.0,2,0.415,Other brand,Price-sensitive
CON01514,0-12 months,West,T1,4,4.0,2,0.612,Other brand,Price-sensitive
CON01515,1-5 years,Central,T2,3,3.0,2,0.828,DePURA Kids,Mainstream
CON01516,1-5 years,East,T3,5,5.0,3,0.728,Other brand,Price-sensitive
CON01517,1-5 years,South,T1,5,,4,0.762,Other brand,Health-conscious
CON01518,1-5 years,West,T1,4,4.0,5,0.613,Not currently buying,Price-sensitive
CON01519,1-5 years,South,T2,3,3.0,4,0.518,Other brand,Mainstream
CON01520,0-12 months,North,T2,4,3.0,4,0.603,Other brand,Convenience-driven
CON01521,6-12 years,North,T1,5,2.0,4,0.629,Not currently buying,Convenience-driven
CON01522,0-12 months,North,T3,1,3.0,3,0.39,Other brand,Low-awareness
CON01523,0-12 months,Central,T2,5,3.0,4,0.786,DePURA Kids,Health-conscious
CON01524,0-12 months,South,T1,5,2.0,2,0.894,Not currently buying,Mainstream
CON01525,0-12 months,South,T2,5,5.0,3,0.563,Other brand,Price-sensitive
CON01526,0-12 months,South,T1,3,,4,0.751,Not currently buying,Health-conscious
CON01527,0-12 months,North,T2,5,,3,0.722,Other brand,Mainstream
CON01528,6-12 years,South,T1,4,3.0,5,0.797,Other brand,Health-conscious
CON01529,0-12 months,North,T1,4,2.0,5,0.67,Other brand,Mainstream
CON01530,1-5 years,South,T1,3,2.0,4,0.794,Not currently buying,Health-conscious
CON01531,1-5 years,Central,T2,3,4.0,3,0.706,Other brand,Price-sensitive
CON01532,0-12 months,Central,T2,4,3.0,4,0.762,Other brand,Health-conscious
CON01533,0-12 months,South,T2,4,3.0,3,0.809,DePURA Kids,Convenience-driven
CON01534,6-12 years,North,T1,2,3.0,4,0.419,Other brand,Low-awareness
CON01535,0-12 months,West,T1,4,3.0,4,0.704,Not currently buying,Health-conscious
CON01536,1-5 years,East,T3,3,4.0,4,0.574,Other brand,Price-sensitive
CON01537,0-12 months,North,T1,4,3.0,3,0.576,Not currently buying,Convenience-driven
CON01538,0-12 months,East,T1,4,4.0,5,0.565,DePURA Kids,Price-sensitive
CON01539,1-5 years,South,T1,3,4.0,3,0.592,Other brand,Price-sensitive
CON01540,6-12 years,East,T3,4,3.0,4,0.498,DePURA Kids,Mainstream
CON01541,0-12 months,North,T1,5,3.0,4,0.522,DePURA Kids,Mainstream
CON01542,0-12 months,South,T2,4,3.0,1,0.893,Not currently buying,Mainstream
CON01543,0-12 months,Central,T2,3,3.0,4,0.84,Other brand,Health-conscious
CON01544,6-12 years,North,T3,3,5.0,4,0.555,Other brand,Price-sensitive
CON01545,6-12 years,West,T3,2,3.0,2,0.596,Other brand,Low-awareness
CON01546,1-5 years,East,T2,4,4.0,4,0.446,Other brand,Price-sensitive
CON01547,6-12 years,West,T1,5,3.0,5,0.572,DePURA Kids,Convenience-driven
CON01548,0-12 months,North,T2,3,3.0,5,0.832,Not currently buying,Health-conscious
CON01549,6-12 years,North,T1,4,2.0,4,0.785,DePURA Kids,Health-conscious
CON01550,6-12 years,North,T1,4,2.0,5,0.632,Not currently buying,Mainstream
CON01551,0-12 months,North,T2,5,3.0,5,0.557,DePURA Kids,Mainstream
CON01552,13-18 years,Central,T3,4,3.0,3,0.737,Other brand,Convenience-driven
CON01553,1-5 years,West,T1,4,,3,0.703,Other brand,Mainstream
CON01554,0-12 months,East,T1,4,3.0,4,0.528,Other brand,Mainstream
CON01555,0-12 months,South,T1,3,2.0,5,0.896,DePURA Kids,Health-conscious
CON01556,0-12 months,West,T2,5,3.0,3,0.874,Other brand,Convenience-driven
CON01557,0-12 months,North,T2,5,3.0,4,0.74,Other brand,Health-conscious
CON01558,13-18 years,West,T1,3,2.0,3,0.694,Other brand,Mainstream
CON01559,0-12 months,South,T1,5,1.0,4,0.743,DePURA Kids,Convenience-driven
CON01560,0-12 months,North,T1,2,2.0,3,0.721,Other brand,Low-awareness
CON01561,0-12 months,East,T1,4,3.0,4,0.505,DePURA Kids,Convenience-driven
CON01562,0-12 months,South,T1,3,3.0,4,0.764,Not currently buying,Health-conscious
CON01563,1-5 years,East,T2,4,3.0,5,0.435,DePURA Kids,Convenience-driven
CON01564,1-5 years,South,T3,4,4.0,4,0.768,Not currently buying,Price-sensitive
CON01565,6-12 years,West,T1,4,4.0,3,0.28,Other brand,Price-sensitive
CON01566,0-12 months,West,T1,3,3.0,3,0.715,Other brand,Convenience-driven
CON01567,0-12 months,North,T1,4,3.0,5,1.0,Other brand,Convenience-driven
CON01568,6-12 years,North,T1,3,4.0,3,0.647,Other brand,Price-sensitive
CON01569,0-12 months,North,T2,4,3.0,1,0.892,Not currently buying,Mainstream
CON01570,6-12 years,West,T2,5,1.0,4,0.774,DePURA Kids,Health-conscious
CON01571,1-5 years,West,T1,5,4.0,4,0.406,Not currently buying,Price-sensitive
CON01572,0-12 months,West,T2,3,3.0,2,0.724,Not currently buying,Convenience-driven
CON01573,0-12 months,West,T1,3,3.0,3,0.807,Not currently buying,Mainstream
CON01574,1-5 years,West,T1,4,,5,0.496,Other brand,Mainstream
CON01575,6-12 years,Central,T2,3,2.0,3,0.541,Other brand,Mainstream
CON01576,0-12 months,East,T3,5,3.0,5,0.677,Other brand,Mainstream
CON01577,1-5 years,Central,T2,5,2.0,5,0.912,Other brand,Convenience-driven
CON01578,0-12 months,South,T2,3,2.0,4,0.648,DePURA Kids,Convenience-driven
CON01579,1-5 years,South,T1,4,2.0,4,0.814,Not currently buying,Health-conscious
CON01580,0-12 months,West,T1,5,3.0,5,0.61,Other brand,Mainstream
CON01581,6-12 years,North,T2,4,4.0,4,0.425,Other brand,Price-sensitive
CON01582,1-5 years,North,T1,5,3.0,4,0.694,Other brand,Mainstream
CON01583,1-5 years,North,T1,5,3.0,4,0.753,Not currently buying,Convenience-driven
CON01584,1-5 years,North,T2,3,4.0,4,0.532,Other brand,Price-sensitive
CON01585,0-12 months,East,T1,3,4.0,4,0.607,Other brand,Price-sensitive
CON01586,1-5 years,North,T2,3,2.0,3,0.896,Other brand,Convenience-driven
CON01587,0-12 months,South,T2,3,4.0,4,0.764,Other brand,Price-sensitive
CON01588,1-5 years,West,T2,3,4.0,3,0.204,Other brand,Price-sensitive
CON01589,1-5 years,South,T1,4,4.0,3,0.403,Other brand,Price-sensitive
CON01590,1-5 years,North,T2,4,3.0,2,0.706,DePURA Kids,Convenience-driven
CON01591,0-12 months,South,T2,3,4.0,5,0.622,Other brand,Price-sensitive
CON01592,0-12 months,North,T1,3,1.0,3,0.646,Other brand,Mainstream
CON01593,0-12 months,Central,T2,2,4.0,3,0.714,Other brand,Low-awareness
CON01594,1-5 years,North,T2,4,4.0,1,0.331,Not currently buying,Price-sensitive
CON01595,13-18 years,East,T1,4,3.0,4,0.469,DePURA Kids,Convenience-driven
CON01596,0-12 months,South,T1,4,4.0,3,0.516,Other brand,Price-sensitive
CON01597,1-5 years,Central,T3,3,3.0,3,0.678,Other brand,Convenience-driven
CON01598,0-12 months,West,T1,3,4.0,3,0.617,Other brand,Price-sensitive
CON01599,1-5 years,Central,T2,5,3.0,4,0.87,DePURA Kids,Convenience-driven
CON01600,1-5 years,North,T1,5,2.0,5,0.763,DePURA Kids,Convenience-driven
CON01601,0-12 months,West,T3,4,4.0,3,0.487,DePURA Kids,Price-sensitive
CON01602,1-5 years,North,T2,4,2.0,4,0.568,Other brand,Mainstream
CON01603,0-12 months,East,T3,3,4.0,3,0.817,Other brand,Price-sensitive
CON01604,1-5 years,West,T1,5,4.0,3,0.875,Other brand,Price-sensitive
CON01605,0-12 months,Central,T2,2,2.0,5,0.56,DePURA Kids,Low-awareness
CON01606,13-18 years,North,T1,4,2.0,3,0.604,DePURA Kids,Convenience-driven
CON01607,0-12 months,South,T2,5,3.0,4,0.975,DePURA Kids,Health-conscious
CON01608,0-12 months,North,T2,4,3.0,5,0.693,Other brand,Mainstream
CON01609,6-12 years,East,T2,3,5.0,5,0.665,Other brand,Price-sensitive
CON01610,6-12 years,West,T1,4,3.0,5,0.544,Other brand,Mainstream
CON01611,0-12 months,South,T3,2,3.0,4,0.967,Not currently buying,Low-awareness
CON01612,6-12 years,East,T2,5,2.0,5,0.891,DePURA Kids,Convenience-driven
CON01613,13-18 years,South,T1,3,2.0,4,0.621,DePURA Kids,Mainstream
CON01614,1-5 years,West,T1,5,5.0,2,0.823,Other brand,Price-sensitive
CON01615,1-5 years,East,T2,5,3.0,4,0.839,Other brand,Health-conscious
CON01616,6-12 years,North,T2,4,3.0,3,0.64,Not currently buying,Mainstream
CON01617,0-12 months,South,T1,3,2.0,3,0.671,Other brand,Mainstream
CON01618,1-5 years,South,T2,5,3.0,4,0.754,Other brand,Health-conscious
CON01619,6-12 years,West,T1,5,5.0,4,0.413,Other brand,Price-sensitive
CON01620,13-18 years,South,T2,4,3.0,3,0.994,Other brand,Convenience-driven
CON01621,6-12 years,West,T3,3,3.0,4,0.742,Other brand,Health-conscious
CON01622,1-5 years,East,T1,5,3.0,4,0.644,Other brand,Mainstream
CON01623,6-12 years,North,T2,3,4.0,2,0.602,Not currently buying,Price-sensitive
CON01624,1-5 years,East,T3,3,5.0,4,0.337,Other brand,Price-sensitive
CON01625,0-12 months,Central,T2,4,5.0,3,0.547,Other brand,Price-sensitive
CON01626,6-12 years,West,T1,4,4.0,4,0.645,Other brand,Price-sensitive
CON01627,1-5 years,North,T2,5,3.0,3,0.957,DePURA Kids,Mainstream
CON01628,0-12 months,North,T2,3,3.0,4,0.603,Not currently buying,Mainstream
CON01629,6-12 years,West,T1,3,4.0,3,0.361,Other brand,Price-sensitive
CON01630,0-12 months,West,T2,2,4.0,3,0.635,Other brand,Low-awareness
CON01631,0-12 months,South,T1,3,3.0,3,0.772,Other brand,Convenience-driven
CON01632,1-5 years,South,T2,4,3.0,5,0.747,DePURA Kids,Health-conscious
CON01633,1-5 years,North,T1,4,3.0,3,0.738,Not currently buying,Mainstream
CON01634,6-12 years,East,T3,4,2.0,5,0.53,Other brand,Mainstream
CON01635,6-12 years,North,T3,4,4.0,2,0.725,Other brand,Price-sensitive
CON01636,0-12 months,South,T1,3,5.0,2,0.571,DePURA Kids,Price-sensitive
CON01637,0-12 months,South,T2,1,4.0,1,0.862,Other brand,Low-awareness
CON01638,1-5 years,West,T1,4,2.0,3,0.825,Other brand,Convenience-driven
CON01639,1-5 years,West,T1,3,3.0,4,0.408,Not currently buying,Convenience-driven
CON01640,13-18 years,North,T1,3,4.0,5,0.884,Other brand,Price-sensitive
CON01641,0-12 months,West,T1,3,3.0,3,0.345,Other brand,Convenience-driven
CON01642,13-18 years,East,T3,5,3.0,3,0.405,Other brand,Mainstream
CON01643,0-12 months,West,T1,5,2.0,4,0.774,DePURA Kids,Convenience-driven
CON01644,0-12 months,East,T3,4,5.0,3,0.365,Other brand,Price-sensitive
CON01645,0-12 months,South,T1,4,3.0,4,0.526,DePURA Kids,Mainstream
CON01646,6-12 years,East,T1,5,2.0,4,0.632,DePURA Kids,Convenience-driven
CON01647,0-12 months,North,T2,4,3.0,2,0.502,DePURA Kids,Convenience-driven
CON01648,1-5 years,South,T3,3,5.0,5,0.258,Other brand,Price-sensitive
CON01649,6-12 years,North,T2,5,4.0,4,0.71,Not currently buying,Price-sensitive
CON01650,0-12 months,West,T3,2,3.0,2,0.769,Other brand,Low-awareness
CON01651,1-5 years,South,T2,4,4.0,3,0.332,Not currently buying,Price-sensitive
CON01652,0-12 months,North,T2,4,5.0,4,0.544,Other brand,Price-sensitive
CON01653,6-12 years,East,T2,3,3.0,4,0.747,Other brand,Health-conscious
CON01654,6-12 years,West,T3,3,4.0,3,0.74,Not currently buying,Price-sensitive
CON01655,6-12 years,West,T1,4,1.0,4,0.543,Other brand,Mainstream
CON01656,0-12 months,East,T1,5,4.0,4,0.737,DePURA Kids,Price-sensitive
CON01657,0-12 months,East,T1,5,4.0,5,0.618,Not currently buying,Price-sensitive
CON01658,1-5 years,East,T2,4,4.0,2,0.543,Other brand,Price-sensitive
CON01659,0-12 months,South,T3,5,3.0,4,1.0,Other brand,Health-conscious
CON01660,0-12 months,South,T1,4,4.0,3,0.462,Not currently buying,Price-sensitive
CON01661,1-5 years,North,T2,3,1.0,4,0.584,Other brand,Mainstream
CON01662,6-12 years,South,T2,4,4.0,4,0.467,DePURA Kids,Price-sensitive
CON01663,1-5 years,South,T1,5,2.0,3,0.48,Not currently buying,Mainstream
CON01664,0-12 months,West,T1,5,5.0,4,1.0,Other brand,Price-sensitive
CON01665,6-12 years,East,T2,3,5.0,4,0.339,Other brand,Price-sensitive
CON01666,6-12 years,West,T3,3,3.0,2,0.556,Other brand,Mainstream
CON01667,0-12 months,South,T2,5,4.0,3,0.95,Other brand,Price-sensitive
CON01668,1-5 years,South,T3,5,4.0,3,0.373,Other brand,Price-sensitive
CON01669,1-5 years,North,T1,5,3.0,4,0.852,DePURA Kids,Convenience-driven
CON01670,0-12 months,West,T2,2,2.0,3,0.745,Other brand,Low-awareness
CON01671,0-12 months,South,T1,4,2.0,3,0.661,Not currently buying,Mainstream
CON01672,0-12 months,East,T2,3,3.0,4,0.549,Other brand,Mainstream
CON01673,6-12 years,North,T2,3,5.0,4,0.36,Other brand,Price-sensitive
CON01674,6-12 years,South,T1,5,2.0,4,0.724,Other brand,Health-conscious
CON01675,0-12 months,West,T1,5,3.0,4,1.0,Other brand,Health-conscious
CON01676,1-5 years,West,T3,4,3.0,3,0.563,Not currently buying,Mainstream
CON01677,0-12 months,North,T2,3,4.0,5,0.46,Other brand,Price-sensitive
CON01678,0-12 months,Central,T2,4,4.0,3,0.485,Not currently buying,Price-sensitive
CON01679,13-18 years,North,T1,4,3.0,3,0.476,Other brand,Convenience-driven
CON01680,0-12 months,West,T1,3,2.0,5,0.667,Other brand,Mainstream
CON01681,0-12 months,West,T1,5,2.0,5,0.909,DePURA Kids,Convenience-driven
CON01682,13-18 years,North,T2,5,2.0,4,0.484,Other brand,Mainstream
CON01683,0-12 months,East,T2,4,2.0,3,0.932,Not currently buying,Mainstream
CON01684,1-5 years,South,T1,3,2.0,3,0.722,Not currently buying,Convenience-driven
CON01685,0-12 months,East,T3,5,3.0,4,1.0,DePURA Kids,Health-conscious
CON01686,1-5 years,South,T2,2,4.0,3,0.47,Not currently buying,Low-awareness
CON01687,0-12 months,Central,T2,3,4.0,3,0.629,Other brand,Price-sensitive
CON01688,6-12 years,South,T1,4,4.0,3,0.814,Other brand,Price-sensitive
CON01689,0-12 months,North,T2,5,2.0,3,0.753,Other brand,Mainstream
CON01690,6-12 years,North,T2,3,3.0,4,0.63,Other brand,Mainstream
CON01691,0-12 months,West,T3,2,4.0,2,0.64,Other brand,Low-awareness
CON01692,0-12 months,North,T2,4,3.0,2,0.604,Not currently buying,Mainstream
CON01693,0-12 months,South,T1,4,4.0,4,0.657,Other brand,Price-sensitive
CON01694,0-12 months,West,T1,5,4.0,5,1.0,DePURA Kids,Price-sensitive
CON01695,0-12 months,North,T1,4,4.0,5,0.837,DePURA Kids,Price-sensitive
CON01696,0-12 months,South,T1,5,5.0,3,0.703,Other brand,Price-sensitive
CON01697,0-12 months,Central,T3,5,4.0,3,0.544,Other brand,Price-sensitive
CON01698,6-12 years,North,T3,3,2.0,3,0.754,Other brand,Mainstream
CON01699,1-5 years,North,T2,2,2.0,3,0.547,DePURA Kids,Low-awareness
CON01700,1-5 years,South,T1,4,2.0,2,0.571,Other brand,Convenience-driven
CON01701,1-5 years,South,T2,4,2.0,4,0.926,Other brand,Health-conscious
CON01702,0-12 months,North,T2,5,3.0,2,0.547,Other brand,Mainstream
CON01703,0-12 months,South,T2,5,3.0,4,0.805,DePURA Kids,Health-conscious
CON01704,1-5 years,South,T1,4,3.0,2,0.421,Not currently buying,Convenience-driven
CON01705,0-12 months,South,T1,5,2.0,4,0.58,Other brand,Mainstream
CON01706,0-12 months,North,T1,2,4.0,3,0.708,Other brand,Low-awareness
CON01707,0-12 months,East,T2,4,4.0,4,0.99,Other brand,Price-sensitive
CON01708,1-5 years,South,T1,3,2.0,4,0.374,Other brand,Mainstream
CON01709,1-5 years,North,T3,2,3.0,3,0.629,DePURA Kids,Low-awareness
CON01710,0-12 months,East,T1,3,2.0,3,0.911,DePURA Kids,Mainstream
CON01711,0-12 months,South,T1,4,3.0,4,0.798,Other brand,Health-conscious
CON01712,1-5 years,North,T2,4,2.0,4,0.688,Other brand,Mainstream
CON01713,0-12 months,East,T1,3,3.0,4,0.53,DePURA Kids,Mainstream
CON01714,0-12 months,South,T2,3,,5,0.621,Not currently buying,Mainstream
CON01715,0-12 months,West,T1,4,3.0,3,0.392,Other brand,Mainstream
CON01716,1-5 years,Central,T3,5,3.0,5,0.797,DePURA Kids,Health-conscious
CON01717,1-5 years,West,T2,2,2.0,3,0.916,Other brand,Low-awareness
CON01718,0-12 months,North,T1,4,4.0,4,0.571,DePURA Kids,Price-sensitive
CON01719,1-5 years,West,T3,2,4.0,2,0.218,Not currently buying,Low-awareness
CON01720,0-12 months,North,T2,4,4.0,4,0.284,DePURA Kids,Price-sensitive
CON01721,1-5 years,North,T2,4,3.0,4,0.692,DePURA Kids,Mainstream
CON01722,1-5 years,North,T2,4,4.0,2,0.468,Other brand,Price-sensitive
CON01723,6-12 years,North,T2,3,4.0,3,0.302,Other brand,Price-sensitive
CON01724,0-12 months,South,T1,5,3.0,5,0.896,DePURA Kids,Convenience-driven
CON01725,1-5 years,West,T1,2,5.0,4,0.579,Other brand,Low-awareness
CON01726,6-12 years,North,T2,2,3.0,2,0.274,Other brand,Low-awareness
CON01727,1-5 years,North,T2,2,3.0,2,0.71,Other brand,Low-awareness
CON01728,6-12 years,South,T1,3,3.0,2,0.389,Other brand,Mainstream
CON01729,1-5 years,West,T1,3,3.0,5,0.554,Other brand,Convenience-driven
CON01730,1-5 years,South,T1,3,3.0,3,0.696,Other brand,Mainstream
CON01731,0-12 months,North,T1,3,3.0,3,0.461,Other brand,Convenience-driven
CON01732,1-5 years,South,T2,3,3.0,4,0.355,Not currently buying,Mainstream
CON01733,0-12 months,East,T2,3,3.0,5,0.672,Other brand,Mainstream
CON01734,6-12 years,South,T1,5,3.0,3,0.415,DePURA Kids,Convenience-driven
CON01735,0-12 months,South,T2,3,3.0,3,0.79,Other brand,Convenience-driven
CON01736,13-18 years,North,T2,5,5.0,4,0.394,DePURA Kids,Price-sensitive
CON01737,0-12 months,West,T1,2,2.0,2,0.449,DePURA Kids,Low-awareness
CON01738,6-12 years,North,T2,2,3.0,4,0.314,Not currently buying,Low-awareness
CON01739,1-5 years,South,T1,3,3.0,3,0.601,Other brand,Mainstream
CON01740,13-18 years,South,T2,4,3.0,5,0.707,DePURA Kids,Convenience-driven
CON01741,0-12 months,North,T2,4,2.0,3,0.576,Other brand,Mainstream
CON01742,0-12 months,South,T2,4,4.0,5,0.645,Other brand,Price-sensitive
CON01743,0-12 months,Central,T3,3,3.0,4,0.65,Other brand,Mainstream
CON01744,13-18 years,East,T2,4,4.0,4,0.641,Not currently buying,Price-sensitive
CON01745,0-12 months,East,T2,4,1.0,4,0.646,DePURA Kids,Mainstream
CON01746,0-12 months,North,T1,4,3.0,5,0.731,DePURA Kids,Health-conscious
CON01747,6-12 years,South,T2,4,3.0,5,0.422,Other brand,Mainstream
CON01748,1-5 years,North,T2,4,1.0,3,0.601,Other brand,Mainstream
CON01749,6-12 years,Central,T3,3,4.0,3,0.619,Other brand,Price-sensitive
CON01750,13-18 years,Central,T2,3,2.0,5,0.614,DePURA Kids,Mainstream
CON01751,0-12 months,West,T1,4,5.0,4,0.658,Not currently buying,Price-sensitive
CON01752,0-12 months,South,T2,3,2.0,4,0.773,Not currently buying,Health-conscious
CON01753,0-12 months,Central,T3,3,3.0,4,0.619,Other brand,Mainstream
CON01754,1-5 years,South,T1,4,4.0,4,0.366,Other brand,Price-sensitive
CON01755,0-12 months,South,T1,3,3.0,3,0.508,Other brand,Convenience-driven
CON01756,6-12 years,West,T1,3,3.0,4,0.543,Not currently buying,Mainstream
CON01757,0-12 months,North,T1,4,2.0,4,0.944,Other brand,Convenience-driven
CON01758,6-12 years,North,T3,5,3.0,5,0.677,Other brand,Mainstream
CON01759,0-12 months,North,T2,4,3.0,4,0.848,Other brand,Health-conscious
CON01760,13-18 years,South,T1,3,3.0,4,0.504,Not currently buying,Mainstream
CON01761,0-12 months,North,T3,2,4.0,4,0.884,Other brand,Low-awareness
CON01762,6-12 years,West,T1,5,2.0,5,0.777,DePURA Kids,Health-conscious
CON01763,6-12 years,West,T1,3,2.0,4,0.354,Other brand,Mainstream
CON01764,0-12 months,South,T2,5,3.0,3,0.751,Other brand,Mainstream
CON01765,0-12 months,East,T1,5,2.0,4,0.804,DePURA Kids,Health-conscious
CON01766,6-12 years,North,T2,3,4.0,3,0.287,Other brand,Price-sensitive
CON01767,6-12 years,West,T1,3,2.0,3,0.466,Not currently buying,Convenience-driven
CON01768,0-12 months,North,T2,2,3.0,4,0.371,Other brand,Low-awareness
CON01769,0-12 months,East,T2,4,2.0,5,0.824,Not currently buying,Health-conscious
CON01770,1-5 years,Central,T2,5,4.0,3,0.548,DePURA Kids,Price-sensitive
CON01771,0-12 months,North,T1,3,3.0,3,0.785,Other brand,Mainstream
CON01772,0-12 months,North,T1,3,3.0,1,0.537,Not currently buying,Mainstream
CON01773,0-12 months,East,T1,4,2.0,4,0.626,Not currently buying,Convenience-driven
CON01774,6-12 years,West,T2,3,4.0,5,0.69,Not currently buying,Price-sensitive
CON01775,13-18 years,East,T3,4,5.0,4,0.662,Other brand,Price-sensitive
CON01776,0-12 months,South,T3,3,4.0,4,0.769,Other brand,Price-sensitive
CON01777,0-12 months,Central,T2,5,3.0,5,0.788,DePURA Kids,Health-conscious
CON01778,0-12 months,South,T2,4,3.0,2,0.849,Other brand,Mainstream
CON01779,1-5 years,South,T2,3,3.0,3,0.799,Not currently buying,Convenience-driven
CON01780,0-12 months,South,T1,1,3.0,3,0.601,Not currently buying,Low-awareness
CON01781,0-12 months,North,T1,4,4.0,3,0.446,Not currently buying,Price-sensitive
CON01782,6-12 years,South,T2,3,3.0,5,0.443,Other brand,Mainstream
CON01783,1-5 years,South,T2,3,4.0,4,0.336,Other brand,Price-sensitive
CON01784,1-5 years,East,T3,4,4.0,5,0.416,Other brand,Price-sensitive
CON01785,6-12 years,North,T2,4,3.0,4,0.655,DePURA Kids,Mainstream
CON01786,0-12 months,East,T2,2,5.0,4,0.347,Not currently buying,Low-awareness
CON01787,0-12 months,West,T1,3,4.0,4,0.801,Other brand,Price-sensitive
CON01788,1-5 years,North,T2,5,2.0,5,0.679,DePURA Kids,Mainstream
CON01789,0-12 months,South,T1,2,2.0,1,0.824,Not currently buying,Low-awareness
CON01790,1-5 years,South,T1,2,5.0,3,0.508,Other brand,Low-awareness
CON01791,13-18 years,North,T1,2,2.0,3,0.394,Not currently buying,Low-awareness
CON01792,6-12 years,West,T1,2,3.0,3,0.87,Not currently buying,Low-awareness
CON01793,6-12 years,West,T3,3,4.0,4,0.974,DePURA Kids,Price-sensitive
CON01794,6-12 years,East,T1,5,4.0,4,0.827,Other brand,Price-sensitive
CON01795,1-5 years,North,T1,2,4.0,4,0.894,Other brand,Low-awareness
CON01796,6-12 years,South,T1,5,3.0,5,0.692,DePURA Kids,Mainstream
CON01797,0-12 months,East,T3,5,3.0,5,0.585,Other brand,Mainstream
CON01798,6-12 years,East,T3,4,4.0,4,0.458,Other brand,Price-sensitive
CON01799,1-5 years,North,T2,4,2.0,2,0.831,Not currently buying,Mainstream
CON01800,0-12 months,South,T1,4,3.0,5,0.592,Other brand,Convenience-driven
CON01801,6-12 years,West,T3,2,4.0,3,0.751,Not currently buying,Low-awareness
CON01802,1-5 years,South,T1,3,4.0,3,0.588,Not currently buying,Price-sensitive
CON01803,0-12 months,Central,T3,3,2.0,5,0.612,Other brand,Mainstream
CON01804,0-12 months,East,T3,5,4.0,3,0.565,Other brand,Price-sensitive
CON01805,1-5 years,South,T2,2,2.0,2,0.499,Not currently buying,Low-awareness
CON01806,6-12 years,Central,T3,3,4.0,4,0.353,Other brand,Price-sensitive
CON01807,6-12 years,East,T2,5,4.0,3,0.397,DePURA Kids,Price-sensitive
CON01808,0-12 months,East,T3,3,3.0,4,0.745,Other brand,Health-conscious
CON01809,6-12 years,North,T2,3,3.0,5,0.39,Other brand,Convenience-driven
CON01810,1-5 years,South,T1,5,5.0,4,0.449,Not currently buying,Price-sensitive
CON01811,6-12 years,East,T3,2,4.0,2,0.43,Other brand,Low-awareness
CON01812,0-12 months,East,T1,5,4.0,4,0.636,Other brand,Price-sensitive
CON01813,6-12 years,East,T3,4,3.0,5,0.476,DePURA Kids,Mainstream
CON01814,0-12 months,South,T1,4,5.0,2,0.618,Other brand,Price-sensitive
CON01815,0-12 months,North,T1,4,3.0,4,0.676,Not currently buying,Convenience-driven
CON01816,0-12 months,North,T1,4,2.0,4,0.621,Other brand,Mainstream
CON01817,0-12 months,West,T1,4,2.0,4,0.362,Other brand,Mainstream
CON01818,13-18 years,South,T1,4,4.0,5,0.507,Not currently buying,Price-sensitive
CON01819,6-12 years,East,T2,4,2.0,3,0.61,Other brand,Convenience-driven
CON01820,0-12 months,West,T2,4,3.0,4,0.729,DePURA Kids,Health-conscious
CON01821,6-12 years,South,T1,5,3.0,5,0.814,Other brand,Health-conscious
CON01822,0-12 months,Central,T2,5,3.0,5,0.682,Other brand,Mainstream
CON01823,6-12 years,North,T2,4,3.0,4,0.837,Other brand,Convenience-driven
CON01824,1-5 years,West,T1,3,1.0,4,0.475,Other brand,Mainstream
CON01825,1-5 years,West,T1,4,4.0,4,0.485,Other brand,Price-sensitive
CON01826,6-12 years,South,T1,3,3.0,5,0.462,Other brand,Mainstream
CON01827,1-5 years,South,T3,3,4.0,3,0.424,Other brand,Price-sensitive
CON01828,0-12 months,West,T3,2,3.0,5,0.689,DePURA Kids,Low-awareness
CON01829,6-12 years,East,T2,3,3.0,4,0.676,Other brand,Mainstream
CON01830,0-12 months,West,T1,4,2.0,5,0.753,DePURA Kids,Health-conscious
CON01831,1-5 years,South,T2,4,2.0,3,0.733,Other brand,Mainstream
CON01832,0-12 months,North,T2,4,2.0,5,0.846,Not currently buying,Health-conscious
CON01833,1-5 years,West,T2,5,2.0,3,0.711,Other brand,Mainstream
CON01834,1-5 years,South,T1,4,2.0,4,0.913,Other brand,Health-conscious
CON01835,6-12 years,West,T3,4,4.0,3,0.451,Other brand,Price-sensitive
CON01836,13-18 years,South,T1,4,3.0,3,0.466,Other brand,Mainstream
CON01837,1-5 years,West,T3,4,4.0,3,0.336,Other brand,Price-sensitive
CON01838,0-12 months,North,T2,3,4.0,3,0.691,Other brand,Price-sensitive
CON01839,0-12 months,East,T1,5,2.0,3,0.833,Other brand,Convenience-driven
CON01840,0-12 months,South,T3,4,2.0,3,0.619,Other brand,Mainstream
CON01841,0-12 months,South,T2,4,3.0,2,0.623,DePURA Kids,Mainstream
CON01842,6-12 years,East,T3,4,3.0,3,0.672,Other brand,Mainstream
