hcp_id,specialty,territory_id,region,city_tier,monthly_patient_volume,recommendation_rate,digital_engagement,pre_recall_prescriber,hcp_segment
HCP01252,General Practitioner,TR02,North,T1,438.0,0.195,0.486,True,High-volume non/under-user
HCP01253,General Practitioner,TR21,Central,T3,156.0,0.068,0.586,False,Low-opportunity
HCP01254,Pediatrician,TR25,South,T3,248.0,0.221,0.453,True,Low-opportunity
HCP01255,General Practitioner,TR28,South,T1,113.0,0.036,0.708,False,Low-opportunity
HCP01256,Obstetrician-Gynecologist,TR12,West,T1,119.0,0.185,0.576,False,Low-opportunity
HCP01257,Neonatologist,TR31,East,T1,104.0,0.511,0.757,True,Low-opportunity
HCP01258,Neonatologist,TR32,East,T3,369.0,0.313,0.57,True,High-volume non/under-user
HCP01259,Pediatrician,TR28,South,T1,94.0,0.611,0.513,True,Low-opportunity
HCP01260,Pediatrician,TR01,North,T1,319.0,0.596,0.55,True,Low-opportunity
HCP01261,Pediatrician,TR02,North,T1,478.0,0.508,0.504,True,High-volume advocate
HCP01262,Pediatrician,TR36,East,T2,426.0,0.143,0.651,False,High-volume non/under-user
HCP01263,Pediatrician,TR26,South,T1,360.0,0.068,0.241,True,Low-opportunity
HCP01264,Pediatrician,TR24,South,T1,119.0,0.364,0.659,True,Low-opportunity
HCP01265,General Practitioner,TR31,East,T1,175.0,0.181,0.459,True,Low-opportunity
HCP01266,Pediatrician,TR01,North,T1,196.0,0.444,0.441,True,Low-opportunity
HCP01267,General Practitioner,TR27,South,T2,101.0,0.47,0.624,True,Low-opportunity
HCP01268,Neonatologist,TR24,South,T1,221.0,0.507,0.41,True,Low-opportunity
HCP01269,Pediatrician,TR30,South,T2,141.0,0.132,,False,Low-opportunity
HCP01270,Pediatrician,TR28,South,T1,187.0,0.565,0.289,True,Low-opportunity
HCP01271,General Practitioner,TR17,West,T2,173.0,0.091,0.681,False,Emerging
HCP01272,Pediatrician,TR02,North,T1,336.0,0.19,0.406,False,Low-opportunity
HCP01273,Pediatrician,TR32,East,T3,456.0,0.187,0.591,False,High-volume non/under-user
HCP01274,Obstetrician-Gynecologist,TR27,South,T2,71.0,0.296,0.552,False,Low-opportunity
HCP01275,Pediatrician,TR14,West,T1,362.0,0.246,0.923,False,Emerging
HCP01276,General Practitioner,TR36,East,T2,77.0,0.072,0.483,False,Low-opportunity
HCP01277,Neonatologist,TR13,West,T1,154.0,0.332,0.655,False,Low-opportunity
HCP01278,Pediatrician,TR14,West,T1,125.0,0.314,0.616,False,Low-opportunity
HCP01279,General Practitioner,TR35,East,T2,159.0,0.075,0.684,True,Emerging
HCP01280,Pediatrician,TR24,South,T1,215.0,0.28,0.381,True,Low-opportunity
HCP01281,Pediatrician,TR31,East,T1,514.0,0.151,0.379,False,High-volume non/under-user
HCP01282,Pediatrician,TR31,East,T1,218.0,0.187,,False,Low-opportunity
HCP01283,General Practitioner,TR19,Central,T2,280.0,0.297,0.452,True,High-volume non/under-user
HCP01284,General Practitioner,TR12,West,T1,114.0,0.223,0.701,True,Low-opportunity
HCP01285,Neonatologist,TR30,South,T2,185.0,0.263,0.505,True,Low-opportunity
HCP01286,General Practitioner,TR18,West,T3,151.0,0.131,0.383,True,Low-opportunity
HCP01287,Pediatrician,TR22,Central,T3,282.0,0.327,0.59,True,Low-opportunity
HCP01288,Obstetrician-Gynecologist,TR20,Central,T2,106.0,0.263,0.556,False,Low-opportunity
HCP01289,Pediatrician,TR01,North,T1,380.0,0.682,0.15,True,Low-opportunity
HCP01290,General Practitioner,TR01,North,T1,217.0,0.343,0.232,True,High-volume non/under-user
HCP01291,Pediatrician,TR23,South,T1,422.0,0.113,0.305,False,High-volume non/under-user
HCP01292,General Practitioner,TR28,South,T1,119.0,0.106,0.808,False,Low-opportunity
HCP01293,Neonatologist,TR16,West,T1,292.0,0.227,0.769,False,High-volume non/under-user
HCP01294,Pediatrician,TR08,North,T2,367.0,0.671,0.765,True,Emerging
HCP01295,Pediatrician,TR15,West,T2,152.0,0.209,,True,Low-opportunity
HCP01296,Pediatrician,TR28,South,T1,262.0,0.609,0.166,True,Low-opportunity
HCP01297,Pediatrician,TR03,North,T2,130.0,0.633,0.556,True,Low-opportunity
HCP01298,Pediatrician,TR21,Central,T3,219.0,0.533,0.62,True,Low-opportunity
HCP01299,General Practitioner,TR26,South,T1,215.0,0.213,0.642,True,High-volume non/under-user
HCP01300,Pediatrician,TR15,West,T2,268.0,0.254,1.0,False,Low-opportunity
HCP01301,Pediatrician,TR23,South,T1,325.0,0.37,0.566,True,Low-opportunity
HCP01302,General Practitioner,TR31,East,T1,70.0,0.164,0.499,False,Low-opportunity
HCP01303,General Practitioner,TR09,North,T2,369.0,0.079,0.527,True,High-volume non/under-user
HCP01304,Pediatrician,TR04,North,T2,262.0,0.217,0.462,False,Low-opportunity
HCP01305,Neonatologist,TR02,North,T1,256.0,0.272,0.284,False,Low-opportunity
HCP01306,Obstetrician-Gynecologist,TR26,South,T1,92.0,0.222,0.45,True,Low-opportunity
HCP01307,Neonatologist,TR31,East,T1,298.0,0.145,0.822,False,High-volume non/under-user
HCP01308,Pediatrician,TR25,South,T3,266.0,0.308,0.681,True,Low-opportunity
HCP01309,Pediatrician,TR35,East,T2,547.0,0.381,0.939,True,High-volume non/under-user
HCP01310,Pediatrician,TR26,South,T1,344.0,0.209,0.43,True,Low-opportunity
HCP01311,Neonatologist,TR12,West,T1,96.0,0.115,0.407,False,Low-opportunity
HCP01312,Obstetrician-Gynecologist,TR11,North,T3,197.0,0.068,0.513,False,High-volume non/under-user
HCP01313,General Practitioner,TR24,South,T1,433.0,0.131,0.556,False,High-volume non/under-user
HCP01314,Pediatrician,TR25,South,T3,160.0,0.146,0.758,False,Low-opportunity
HCP01315,Pediatrician,TR19,Central,T2,434.0,0.119,0.717,False,High-volume non/under-user
HCP01316,General Practitioner,TR19,Central,T2,121.0,0.388,0.612,True,Low-opportunity
HCP01317,Pediatrician,TR15,West,T2,457.0,0.149,0.233,True,High-volume non/under-user
HCP01318,Pediatrician,TR14,West,T1,508.0,0.055,0.651,False,High-volume non/under-user
HCP01319,General Practitioner,TR24,South,T1,584.0,0.106,0.224,False,High-volume non/under-user
HCP01320,General Practitioner,TR27,South,T2,231.0,0.158,0.969,False,High-volume non/under-user
HCP01321,Pediatrician,TR28,South,T1,220.0,0.378,0.599,True,Low-opportunity
HCP01322,General Practitioner,TR13,West,T1,126.0,0.228,0.657,True,Low-opportunity
HCP01323,Pediatrician,TR30,South,T2,366.0,0.488,0.628,False,Emerging
HCP01324,Pediatrician,TR12,West,T1,444.0,0.212,0.55,False,High-volume non/under-user
HCP01325,Pediatrician,TR12,West,T1,398.0,0.094,0.555,False,Low-opportunity
HCP01326,Pediatrician,TR28,South,T1,263.0,0.426,0.577,True,Low-opportunity
HCP01327,Pediatrician,TR35,East,T2,81.0,0.346,0.353,True,Low-opportunity
HCP01328,Pediatrician,TR33,East,T2,347.0,0.454,0.548,True,Low-opportunity
HCP01329,Pediatrician,TR03,North,T2,283.0,0.312,0.363,False,Low-opportunity
HCP01330,Pediatrician,TR12,West,T1,622.0,0.606,0.4,True,High-volume advocate
HCP01331,Pediatrician,TR27,South,T2,342.0,0.493,0.497,False,Low-opportunity
HCP01332,General Practitioner,TR28,South,T1,109.0,0.354,0.431,False,Low-opportunity
HCP01333,Pediatrician,TR18,West,T3,714.0,0.252,0.525,True,High-volume non/under-user
HCP01334,Pediatrician,TR01,North,T1,255.0,0.584,0.513,True,Low-opportunity
HCP01335,Pediatrician,TR18,West,T3,394.0,0.275,0.518,False,Low-opportunity
HCP01336,Pediatrician,TR01,North,T1,302.0,0.089,0.784,False,Emerging
HCP01337,General Practitioner,TR12,West,T1,74.0,0.3,0.747,True,Low-opportunity
HCP01338,Obstetrician-Gynecologist,TR24,South,T1,121.0,0.101,0.421,False,Low-opportunity
HCP01339,Pediatrician,TR04,North,T2,286.0,0.482,0.374,True,Low-opportunity
HCP01340,Pediatrician,TR26,South,T1,768.0,0.27,0.471,True,High-volume non/under-user
HCP01341,Pediatrician,TR23,South,T1,467.0,0.606,0.532,False,High-volume advocate
HCP01342,Pediatrician,TR16,West,T1,361.0,0.22,0.124,False,Low-opportunity
HCP01343,Obstetrician-Gynecologist,TR14,West,T1,179.0,0.163,0.709,False,High-volume non/under-user
HCP01344,General Practitioner,TR32,East,T3,140.0,0.292,0.864,True,Emerging
HCP01345,General Practitioner,TR21,Central,T3,189.0,0.121,0.727,False,High-volume non/under-user
HCP01346,Obstetrician-Gynecologist,TR31,East,T1,157.0,0.131,0.583,True,High-volume non/under-user
HCP01347,General Practitioner,TR15,West,T2,143.0,0.06,0.64,False,Emerging
HCP01348,Pediatrician,TR23,South,T1,428.0,0.203,0.551,True,High-volume non/under-user
HCP01349,General Practitioner,TR34,East,T3,168.0,0.036,0.748,False,Emerging
HCP01350,General Practitioner,TR04,North,T2,150.0,0.119,0.729,True,Emerging
HCP01351,Pediatrician,TR11,North,T3,377.0,0.22,0.565,False,Low-opportunity
HCP01352,General Practitioner,TR32,East,T3,115.0,0.175,0.338,True,Low-opportunity
HCP01353,Pediatrician,TR16,West,T1,311.0,0.179,0.521,False,Low-opportunity
HCP01354,Pediatrician,TR12,West,T1,207.0,0.326,0.559,False,Low-opportunity
HCP01355,General Practitioner,TR36,East,T2,82.0,0.021,0.421,False,Low-opportunity
HCP01356,Pediatrician,TR03,North,T2,304.0,0.265,0.411,False,Low-opportunity
HCP01357,Pediatrician,TR23,South,T1,358.0,0.524,0.597,True,Low-opportunity
HCP01358,Pediatrician,TR28,South,T1,150.0,0.269,0.651,False,Low-opportunity
HCP01359,General Practitioner,TR28,South,T1,302.0,0.018,0.544,False,High-volume non/under-user
HCP01360,Obstetrician-Gynecologist,TR16,West,T1,90.0,0.455,0.593,True,Low-opportunity
HCP01361,General Practitioner,TR01,North,T1,337.0,0.059,0.443,True,High-volume non/under-user
HCP01362,General Practitioner,TR30,South,T2,160.0,0.181,0.645,False,Emerging
HCP01363,Pediatrician,TR28,South,T1,573.0,0.291,,True,High-volume non/under-user
HCP01364,General Practitioner,TR10,North,T2,79.0,0.05,0.276,False,Low-opportunity
HCP01365,Pediatrician,TR13,West,T1,424.0,0.088,0.525,False,High-volume non/under-user
HCP01366,Pediatrician,TR18,West,T3,232.0,0.328,0.732,True,Low-opportunity
HCP01367,General Practitioner,TR03,North,T2,182.0,0.186,0.533,False,Low-opportunity
HCP01368,Pediatrician,TR29,South,T2,336.0,0.11,0.664,False,Emerging
HCP01369,Obstetrician-Gynecologist,TR33,East,T2,183.0,0.068,0.28,False,High-volume non/under-user
HCP01370,Pediatrician,TR13,West,T1,335.0,0.29,0.49,True,Low-opportunity
HCP01371,General Practitioner,TR33,East,T2,106.0,0.176,0.457,False,Low-opportunity
HCP01372,Pediatrician,TR28,South,T1,333.0,0.351,0.714,False,Emerging
HCP01373,General Practitioner,TR26,South,T1,343.0,0.093,0.606,True,High-volume non/under-user
HCP01374,General Practitioner,TR35,East,T2,181.0,0.047,0.59,True,Low-opportunity
HCP01375,Pediatrician,TR13,West,T1,210.0,0.255,0.572,False,Low-opportunity
HCP01376,Neonatologist,TR32,East,T3,154.0,0.375,0.53,True,Low-opportunity
HCP01377,General Practitioner,TR03,North,T2,167.0,0.268,0.451,True,Low-opportunity
HCP01378,Pediatrician,TR16,West,T1,651.0,0.191,0.7,True,High-volume non/under-user
HCP01379,General Practitioner,TR21,Central,T3,179.0,0.256,0.666,False,Emerging
HCP01380,Pediatrician,TR04,North,T2,303.0,0.306,0.383,False,Low-opportunity
HCP01381,General Practitioner,TR26,South,T1,114.0,0.065,0.503,False,Low-opportunity
HCP01382,Pediatrician,TR16,West,T1,1139.0,0.401,0.665,True,High-volume advocate
HCP01383,Obstetrician-Gynecologist,TR16,West,T1,144.0,0.248,0.541,True,Low-opportunity
HCP01384,Pediatrician,TR22,Central,T3,231.0,0.206,0.662,True,Low-opportunity
HCP01385,General Practitioner,TR04,North,T2,117.0,0.462,0.193,True,Low-opportunity
HCP01386,Obstetrician-Gynecologist,TR08,North,T2,286.0,0.076,0.487,False,High-volume non/under-user
HCP01387,Neonatologist,TR07,North,T3,187.0,0.431,0.294,True,Low-opportunity
HCP01388,General Practitioner,TR34,East,T3,155.0,0.028,0.389,False,Low-opportunity
HCP01389,General Practitioner,TR28,South,T1,179.0,0.276,0.171,True,Low-opportunity
HCP01390,Pediatrician,TR19,Central,T2,276.0,0.142,0.704,True,Low-opportunity
HCP01391,Pediatrician,TR24,South,T1,361.0,0.724,0.572,True,Low-opportunity
HCP01392,General Practitioner,TR24,South,T1,205.0,0.056,0.411,True,High-volume non/under-user
HCP01393,General Practitioner,TR11,North,T3,129.0,0.233,0.867,True,Low-opportunity
HCP01394,Pediatrician,TR02,North,T1,556.0,0.767,0.814,True,High-volume advocate
HCP01395,General Practitioner,TR21,Central,T3,308.0,0.098,0.961,False,High-volume non/under-user
HCP01396,Pediatrician,TR11,North,T3,146.0,0.399,0.571,True,Low-opportunity
HCP01397,General Practitioner,TR31,East,T1,233.0,0.269,0.802,False,High-volume non/under-user
HCP01398,Pediatrician,TR10,North,T2,503.0,0.114,0.511,False,High-volume non/under-user
HCP01399,Obstetrician-Gynecologist,TR22,Central,T3,72.0,0.229,0.788,False,Low-opportunity
HCP01400,Pediatrician,TR15,West,T2,384.0,0.507,0.446,True,Low-opportunity
HCP01401,Pediatrician,TR27,South,T2,586.0,0.499,0.381,True,High-volume advocate
HCP01402,General Practitioner,TR34,East,T3,148.0,0.161,0.726,False,Emerging
HCP01403,Pediatrician,TR15,West,T2,153.0,0.58,0.747,True,Low-opportunity
HCP01404,Pediatrician,TR01,North,T1,363.0,0.164,0.555,False,Low-opportunity
HCP01405,General Practitioner,TR24,South,T1,97.0,0.042,0.396,False,Low-opportunity
HCP01406,Obstetrician-Gynecologist,TR04,North,T2,101.0,0.169,0.336,False,Low-opportunity
HCP01407,General Practitioner,TR03,North,T2,255.0,0.035,0.384,True,High-volume non/under-user
HCP01408,Pediatrician,TR24,South,T1,320.0,0.453,0.932,True,Emerging
HCP01409,Pediatrician,TR03,North,T2,168.0,0.572,0.545,False,Low-opportunity
HCP01410,General Practitioner,TR04,North,T2,96.0,0.143,0.675,False,Low-opportunity
HCP01411,General Practitioner,TR16,West,T1,70.0,0.464,0.852,True,Low-opportunity
HCP01412,Neonatologist,TR16,West,T1,263.0,0.448,0.637,True,Emerging
HCP01413,Pediatrician,TR32,East,T3,194.0,0.59,0.416,True,Low-opportunity
HCP01414,Pediatrician,TR12,West,T1,186.0,0.205,0.692,True,Low-opportunity
HCP01415,Neonatologist,TR15,West,T2,167.0,0.052,0.245,False,Low-opportunity
HCP01416,Pediatrician,TR26,South,T1,250.0,0.083,0.566,True,Low-opportunity
HCP01417,Neonatologist,TR29,South,T2,226.0,0.025,0.656,False,Emerging
HCP01418,Pediatrician,TR14,West,T1,219.0,0.388,0.206,False,Low-opportunity
HCP01419,General Practitioner,TR24,South,T1,235.0,0.234,0.579,False,High-volume non/under-user
HCP01420,Pediatrician,TR24,South,T1,287.0,0.56,0.742,True,Low-opportunity
HCP01421,Obstetrician-Gynecologist,TR12,West,T1,144.0,0.103,0.413,True,Low-opportunity
HCP01422,Obstetrician-Gynecologist,TR04,North,T2,51.0,0.205,0.61,True,Low-opportunity
HCP01423,Pediatrician,TR25,South,T3,276.0,0.183,0.513,False,Low-opportunity
HCP01424,General Practitioner,TR12,West,T1,241.0,0.158,0.451,True,High-volume non/under-user
HCP01425,Pediatrician,TR13,West,T1,335.0,0.335,0.449,True,Low-opportunity
HCP01426,Pediatrician,TR22,Central,T3,340.0,0.182,0.437,True,Low-opportunity
HCP01427,General Practitioner,TR05,North,T2,120.0,0.35,0.695,True,Low-opportunity
HCP01428,General Practitioner,TR10,North,T2,177.0,0.104,0.517,False,Low-opportunity
HCP01429,Pediatrician,TR16,West,T1,585.0,0.478,0.434,True,High-volume advocate
HCP01430,Pediatrician,TR31,East,T1,351.0,0.598,0.643,True,Emerging
HCP01431,Pediatrician,TR28,South,T1,266.0,0.325,0.98,True,Low-opportunity
HCP01432,Pediatrician,TR13,West,T1,326.0,0.164,0.581,False,Low-opportunity
HCP01433,Pediatrician,TR12,West,T1,250.0,0.343,0.733,True,Low-opportunity
HCP01434,Pediatrician,TR36,East,T2,208.0,0.649,0.619,True,Low-opportunity
HCP01435,Obstetrician-Gynecologist,TR24,South,T1,178.0,0.08,0.77,False,High-volume non/under-user
HCP01436,Pediatrician,TR25,South,T3,469.0,0.274,0.237,True,High-volume non/under-user
HCP01437,Obstetrician-Gynecologist,TR01,North,T1,30.0,0.3,0.645,True,Low-opportunity
HCP01438,Pediatrician,TR03,North,T2,265.0,0.179,0.703,False,Low-opportunity
HCP01439,Pediatrician,TR12,West,T1,202.0,0.137,0.229,False,Low-opportunity
HCP01440,Pediatrician,TR30,South,T2,263.0,0.622,0.528,True,Low-opportunity
HCP01441,Pediatrician,TR32,East,T3,248.0,0.667,0.919,True,Low-opportunity
HCP01442,General Practitioner,TR08,North,T2,226.0,0.155,0.554,False,High-volume non/under-user
HCP01443,Pediatrician,TR26,South,T1,407.0,0.12,0.331,True,Low-opportunity
HCP01444,Pediatrician,TR31,East,T1,602.0,0.345,0.698,True,High-volume non/under-user
HCP01445,Pediatrician,TR31,East,T1,405.0,0.175,0.788,True,Emerging
HCP01446,General Practitioner,TR16,West,T1,398.0,0.132,0.717,True,High-volume non/under-user
HCP01447,Pediatrician,TR11,North,T3,467.0,0.501,0.358,True,High-volume advocate
HCP01448,Pediatrician,TR34,East,T3,241.0,0.293,0.494,True,Low-opportunity
HCP01449,Pediatrician,TR12,West,T1,345.0,0.332,0.804,True,Emerging
HCP01450,General Practitioner,TR11,North,T3,69.0,0.207,0.693,True,Low-opportunity
HCP01451,Neonatologist,TR08,North,T2,64.0,0.248,0.25,False,Low-opportunity
HCP01452,Pediatrician,TR19,Central,T2,386.0,0.51,0.644,True,Emerging
HCP01453,Pediatrician,TR03,North,T2,384.0,0.373,0.648,True,Emerging
HCP01454,Pediatrician,TR22,Central,T3,409.0,0.554,0.381,True,Low-opportunity
HCP01455,Neonatologist,TR34,East,T3,167.0,0.14,0.0,False,Low-opportunity
HCP01456,Pediatrician,TR18,West,T3,252.0,0.574,0.509,False,Low-opportunity
HCP01457,General Practitioner,TR35,East,T2,152.0,0.169,0.408,False,Low-opportunity
HCP01458,General Practitioner,TR32,East,T3,61.0,0.311,0.445,True,Low-opportunity
HCP01459,Pediatrician,TR28,South,T1,617.0,0.41,0.346,True,High-volume advocate
HCP01460,General Practitioner,TR23,South,T1,150.0,0.183,0.525,True,Low-opportunity
HCP01461,General Practitioner,TR31,East,T1,202.0,0.169,0.697,True,High-volume non/under-user
HCP01462,Pediatrician,TR21,Central,T3,364.0,0.362,0.133,False,Low-opportunity
HCP01463,Pediatrician,TR09,North,T2,989.0,0.269,0.777,False,High-volume non/under-user
HCP01464,Pediatrician,TR33,East,T2,418.0,0.164,0.611,True,Emerging
HCP01465,Pediatrician,TR18,West,T3,428.0,0.095,0.542,False,High-volume non/under-user
HCP01466,General Practitioner,TR32,East,T3,191.0,0.117,0.695,False,High-volume non/under-user
HCP01467,General Practitioner,TR14,West,T1,304.0,0.249,0.666,True,High-volume non/under-user
HCP01468,Obstetrician-Gynecologist,TR13,West,T1,116.0,0.26,0.2,True,Low-opportunity
HCP01469,Pediatrician,TR28,South,T1,444.0,0.682,,True,High-volume advocate
HCP01470,Pediatrician,TR24,South,T1,253.0,0.105,0.404,False,Low-opportunity
HCP01471,Pediatrician,TR16,West,T1,453.0,0.386,0.228,True,High-volume non/under-user
HCP01472,General Practitioner,TR31,East,T1,170.0,0.084,0.783,False,Emerging
HCP01473,Pediatrician,TR19,Central,T2,270.0,0.203,0.892,False,Low-opportunity
HCP01474,Pediatrician,TR01,North,T1,437.0,0.594,0.677,True,High-volume advocate
HCP01475,General Practitioner,TR26,South,T1,125.0,0.06,0.675,False,Low-opportunity
HCP01476,General Practitioner,TR02,North,T1,109.0,0.03,0.446,False,Low-opportunity
HCP01477,Pediatrician,TR16,West,T1,226.0,0.227,0.271,False,Low-opportunity
HCP01478,General Practitioner,TR08,North,T2,119.0,0.152,0.499,False,Low-opportunity
HCP01479,Pediatrician,TR10,North,T2,362.0,0.461,0.449,True,Low-opportunity
HCP01480,General Practitioner,TR36,East,T2,157.0,0.205,0.808,True,Emerging
HCP01481,General Practitioner,TR03,North,T2,192.0,0.235,0.414,True,High-volume non/under-user
HCP01482,General Practitioner,TR27,South,T2,217.0,0.159,,False,High-volume non/under-user
HCP01483,Pediatrician,TR24,South,T1,624.0,0.57,0.686,True,High-volume advocate
HCP01484,General Practitioner,TR08,North,T2,125.0,0.037,0.412,False,Low-opportunity
HCP01485,Pediatrician,TR33,East,T2,175.0,0.301,0.661,True,Low-opportunity
HCP01486,Pediatrician,TR08,North,T2,209.0,0.439,0.549,False,Low-opportunity
HCP01487,Neonatologist,TR19,Central,T2,163.0,0.236,0.629,True,Low-opportunity
HCP01488,Pediatrician,TR28,South,T1,366.0,0.076,0.74,False,Emerging
HCP01489,General Practitioner,TR27,South,T2,102.0,0.174,0.879,True,Low-opportunity
HCP01490,Pediatrician,TR13,West,T1,523.0,0.123,0.629,False,High-volume non/under-user
HCP01491,Pediatrician,TR30,South,T2,219.0,0.272,0.629,False,Low-opportunity
HCP01492,Pediatrician,TR35,East,T2,185.0,0.048,0.735,False,Low-opportunity
HCP01493,Pediatrician,TR16,West,T1,263.0,0.063,0.645,False,Low-opportunity
HCP01494,General Practitioner,TR24,South,T1,351.0,0.115,0.786,False,High-volume non/under-user
HCP01495,Neonatologist,TR14,West,T1,61.0,0.408,0.432,True,Low-opportunity
HCP01496,Obstetrician-Gynecologist,TR14,West,T1,120.0,0.107,0.446,False,Low-opportunity
HCP01497,Neonatologist,TR16,West,T1,268.0,0.184,0.692,True,High-volume non/under-user
HCP01498,Pediatrician,TR08,North,T2,173.0,0.607,0.675,True,Low-opportunity
HCP01499,Neonatologist,TR25,South,T3,105.0,0.278,0.658,True,Low-opportunity
HCP01500,Pediatrician,TR06,North,T2,462.0,0.452,0.133,True,High-volume advocate
HCP01501,Pediatrician,TR01,North,T1,153.0,0.242,0.779,True,Low-opportunity
HCP01502,Pediatrician,TR16,West,T1,211.0,0.211,0.655,False,Low-opportunity
HCP01503,Pediatrician,TR02,North,T1,591.0,0.154,0.682,False,High-volume non/under-user
HCP01504,General Practitioner,TR21,Central,T3,57.0,0.108,0.711,False,Low-opportunity
HCP01505,Pediatrician,TR19,Central,T2,131.0,0.414,0.496,True,Low-opportunity
HCP01506,Pediatrician,TR04,North,T2,199.0,0.263,0.533,True,Low-opportunity
HCP01507,Pediatrician,TR10,North,T2,316.0,0.507,0.676,True,Emerging
HCP01508,Pediatrician,TR01,North,T1,446.0,0.207,0.469,True,High-volume non/under-user
HCP01509,Obstetrician-Gynecologist,TR23,South,T1,237.0,0.181,0.686,False,High-volume non/under-user
HCP01510,Pediatrician,TR12,West,T1,188.0,0.318,0.656,True,Low-opportunity
HCP01511,Pediatrician,TR26,South,T1,591.0,0.373,0.55,False,High-volume non/under-user
HCP01512,General Practitioner,TR24,South,T1,114.0,0.021,,False,Low-opportunity
HCP01513,Obstetrician-Gynecologist,TR14,West,T1,218.0,0.298,0.467,True,High-volume non/under-user
HCP01514,Pediatrician,TR01,North,T1,357.0,0.286,0.784,True,Emerging
HCP01515,Pediatrician,TR13,West,T1,162.0,0.622,0.623,True,Low-opportunity
HCP01516,Neonatologist,TR13,West,T1,177.0,0.291,0.269,True,Low-opportunity
HCP01517,Pediatrician,TR13,West,T1,230.0,0.464,0.663,True,Low-opportunity
HCP01518,Pediatrician,TR34,East,T3,256.0,0.298,0.249,True,Low-opportunity
HCP01519,Pediatrician,TR06,North,T2,359.0,0.227,0.611,False,Emerging
HCP01520,Pediatrician,TR12,West,T1,636.0,0.867,,True,High-volume advocate
HCP01521,Neonatologist,TR29,South,T2,347.0,0.24,0.588,False,High-volume non/under-user
HCP01522,Neonatologist,TR33,East,T2,141.0,0.368,0.772,True,Low-opportunity
HCP01523,Pediatrician,TR16,West,T1,193.0,0.331,0.401,True,Low-opportunity
HCP01524,General Practitioner,TR20,Central,T2,346.0,0.099,0.359,False,High-volume non/under-user
HCP01525,Obstetrician-Gynecologist,TR01,North,T1,181.0,0.245,0.764,False,High-volume non/under-user
HCP01526,General Practitioner,TR28,South,T1,194.0,0.407,0.438,True,High-volume advocate
HCP01527,General Practitioner,TR23,South,T1,52.0,0.032,0.718,False,Low-opportunity
HCP01528,Neonatologist,TR16,West,T1,461.0,0.059,,False,High-volume non/under-user
HCP01529,Pediatrician,TR12,West,T1,179.0,0.504,0.516,True,Low-opportunity
HCP01530,Pediatrician,TR16,West,T1,521.0,0.154,0.325,True,High-volume non/under-user
HCP01531,General Practitioner,TR26,South,T1,123.0,0.012,0.602,False,Low-opportunity
HCP01532,General Practitioner,TR02,North,T1,97.0,0.093,0.686,False,Low-opportunity
HCP01533,Pediatrician,TR18,West,T3,281.0,0.168,0.717,False,Low-opportunity
HCP01534,Pediatrician,TR01,North,T1,344.0,0.105,0.346,False,Low-opportunity
HCP01535,General Practitioner,TR28,South,T1,265.0,0.039,0.527,False,High-volume non/under-user
HCP01536,Pediatrician,TR09,North,T2,326.0,0.205,0.771,False,Emerging
HCP01537,Obstetrician-Gynecologist,TR31,East,T1,216.0,0.133,0.237,True,High-volume non/under-user
HCP01538,Obstetrician-Gynecologist,TR16,West,T1,130.0,0.201,0.5,True,Low-opportunity
HCP01539,Pediatrician,TR16,West,T1,337.0,0.67,0.897,True,Emerging
HCP01540,General Practitioner,TR14,West,T1,191.0,0.207,0.944,False,High-volume non/under-user
HCP01541,General Practitioner,TR19,Central,T2,101.0,0.208,0.372,True,Low-opportunity
HCP01542,Pediatrician,TR13,West,T1,276.0,0.187,0.336,False,Low-opportunity
HCP01543,Pediatrician,TR14,West,T1,314.0,0.39,0.577,True,Low-opportunity
HCP01544,Pediatrician,TR08,North,T2,367.0,0.384,0.471,True,Low-opportunity
HCP01545,Obstetrician-Gynecologist,TR13,West,T1,60.0,0.12,0.685,True,Low-opportunity
HCP01546,Obstetrician-Gynecologist,TR28,South,T1,79.0,0.181,0.528,True,Low-opportunity
HCP01547,Pediatrician,TR10,North,T2,230.0,0.203,0.108,True,Low-opportunity
HCP01548,Obstetrician-Gynecologist,TR29,South,T2,135.0,0.122,0.723,True,Emerging
HCP01549,General Practitioner,TR31,East,T1,60.0,0.118,0.737,True,Low-opportunity
HCP01550,Pediatrician,TR24,South,T1,698.0,0.305,0.791,False,High-volume non/under-user
HCP01551,Pediatrician,TR01,North,T1,346.0,0.594,0.325,True,Low-opportunity
HCP01552,Obstetrician-Gynecologist,TR21,Central,T3,98.0,0.053,0.509,False,Low-opportunity
HCP01553,Pediatrician,TR29,South,T2,197.0,0.182,0.541,True,Low-opportunity
HCP01554,General Practitioner,TR14,West,T1,188.0,0.018,0.508,False,High-volume non/under-user
HCP01555,General Practitioner,TR12,West,T1,150.0,0.19,0.715,False,Emerging
HCP01556,General Practitioner,TR13,West,T1,336.0,0.076,0.703,True,High-volume non/under-user
HCP01557,Pediatrician,TR16,West,T1,179.0,0.157,0.626,False,Low-opportunity
HCP01558,Pediatrician,TR02,North,T1,253.0,0.444,0.505,False,Low-opportunity
HCP01559,Obstetrician-Gynecologist,TR10,North,T2,180.0,0.078,0.6,False,High-volume non/under-user
HCP01560,Pediatrician,TR24,South,T1,398.0,0.183,0.267,False,Low-opportunity
HCP01561,Pediatrician,TR16,West,T1,632.0,0.475,0.449,False,High-volume advocate
