consumer_id,child_age_group,region,city_tier,parent_age_group,income_band,awareness,purchase_channel,purchase_frequency,price_sensitivity,brand_trust,recommendation_source,adherence_score,aware_of_recall,current_brand
CON01673,6-12 years,North,T2,35-39,25k-50k,3,Retail Chemist,Occasionally,5,4,Pharmacist,0.36,False,Other brand
CON01674,6-12 years,South,T1,30-34,50k-1L,5,Pharmacy Chain,Monthly,2,4,Pediatrician,0.724,False,Other brand
CON01675,0-12 months,West,T1,40+,<25k,5,Retail Chemist,Monthly,3,4,Pediatrician,1.0,False,Other brand
CON01676,1-5 years,West,T3,35-39,50k-1L,4,Retail Chemist,Every 2-3 months,3,3,Family/Friends,0.563,False,Not currently buying
CON01677,0-12 months,North,T2,25-29,<25k,3,Retail Chemist,Occasionally,4,5,Gynecologist,0.46,False,Other brand
CON01678,0-12 months,Central,T2,35-39,50k-1L,4,Retail Chemist,Occasionally,4,3,Pediatrician,0.485,False,Not currently buying
CON01679,13-18 years,North,T1,25-29,>1L,4,E-Pharmacy,Occasionally,3,3,Online/Social media,0.476,True,Other brand
CON01680,0-12 months,West,T1,40+,>1L,3,Pharmacy Chain,Every 2-3 months,2,5,Gynecologist,0.667,False,Other brand
CON01681,0-12 months,West,T1,25-29,>1L,5,E-Pharmacy,Monthly,2,5,Pediatrician,0.909,False,DePURA Kids
CON01682,13-18 years,North,T2,35-39,>1L,5,Hospital Pharmacy,Occasionally,2,4,Family/Friends,0.484,False,Other brand
CON01683,0-12 months,East,T2,30-34,>1L,4,Retail Chemist,Monthly,2,3,Pharmacist,0.932,False,Not currently buying
CON01684,1-5 years,South,T1,25-29,>1L,3,Quick Commerce,Monthly,2,3,Gynecologist,0.722,True,Not currently buying
CON01685,0-12 months,East,T3,40+,50k-1L,5,Retail Chemist,Monthly,3,4,Pediatrician,1.0,False,DePURA Kids
CON01686,1-5 years,South,T2,35-39,25k-50k,2,Retail Chemist,Occasionally,4,3,Pharmacist,0.47,False,Not currently buying
CON01687,0-12 months,Central,T2,35-39,<25k,3,Retail Chemist,Every 2-3 months,4,3,Pediatrician,0.629,False,Other brand
CON01688,6-12 years,South,T1,40+,25k-50k,4,Quick Commerce,Monthly,4,3,Pediatrician,0.814,False,Other brand
CON01689,0-12 months,North,T2,40+,>1L,5,Retail Chemist,Monthly,2,3,Pediatrician,0.753,False,Other brand
CON01690,6-12 years,North,T2,18-24,50k-1L,3,Retail Chemist,Every 2-3 months,3,4,Pharmacist,0.63,False,Other brand
CON01691,0-12 months,West,T3,25-29,<25k,2,Retail Chemist,Every 2-3 months,4,2,Gynecologist,0.64,True,Other brand
CON01692,0-12 months,North,T2,35-39,50k-1L,4,Retail Chemist,Every 2-3 months,3,2,Pediatrician,0.604,False,Not currently buying
CON01693,0-12 months,South,T1,25-29,<25k,4,Hospital Pharmacy,Every 2-3 months,4,4,Online/Social media,0.657,False,Other brand
CON01694,0-12 months,West,T1,30-34,25k-50k,5,Quick Commerce,Monthly,4,5,Pediatrician,1.0,False,DePURA Kids
CON01695,0-12 months,North,T1,35-39,25k-50k,4,Pharmacy Chain,Monthly,4,5,Pediatrician,0.837,False,DePURA Kids
CON01696,0-12 months,South,T1,30-34,25k-50k,5,Pharmacy Chain,Monthly,5,3,Pediatrician,0.703,False,Other brand
CON01697,0-12 months,Central,T3,25-29,25k-50k,5,E-Pharmacy,Every 2-3 months,4,3,Pediatrician,0.544,True,Other brand
CON01698,6-12 years,North,T3,30-34,>1L,3,Retail Chemist,Monthly,2,3,Gynecologist,0.754,False,Other brand
CON01699,1-5 years,North,T2,30-34,50k-1L,2,Retail Chemist,Every 2-3 months,2,3,Pharmacist,0.547,False,DePURA Kids
CON01700,1-5 years,South,T1,25-29,>1L,4,E-Pharmacy,Every 2-3 months,2,2,Online/Social media,0.571,True,Other brand
CON01701,1-5 years,South,T2,25-29,50k-1L,4,Retail Chemist,Monthly,2,4,Pediatrician,0.926,False,Other brand
CON01702,0-12 months,North,T2,30-34,25k-50k,5,Pharmacy Chain,Every 2-3 months,3,2,Pharmacist,0.547,False,Other brand
CON01703,0-12 months,South,T2,25-29,25k-50k,5,Retail Chemist,Monthly,3,4,Pediatrician,0.805,False,DePURA Kids
CON01704,1-5 years,South,T1,35-39,>1L,4,E-Pharmacy,Occasionally,3,2,Gynecologist,0.421,True,Not currently buying
CON01705,0-12 months,South,T1,18-24,>1L,5,Pharmacy Chain,Every 2-3 months,2,4,Pharmacist,0.58,False,Other brand
CON01706,0-12 months,North,T1,40+,25k-50k,2,Retail Chemist,Monthly,4,3,Gynecologist,0.708,True,Other brand
CON01707,0-12 months,East,T2,40+,50k-1L,4,Retail Chemist,Monthly,4,4,Pediatrician,0.99,False,Other brand
CON01708,1-5 years,South,T1,25-29,>1L,3,Hospital Pharmacy,Occasionally,2,4,Pediatrician,0.374,False,Other brand
CON01709,1-5 years,North,T3,30-34,25k-50k,2,Retail Chemist,Every 2-3 months,3,3,Pediatrician,0.629,False,DePURA Kids
CON01710,0-12 months,East,T1,18-24,50k-1L,3,Pharmacy Chain,Monthly,2,3,Pediatrician,0.911,True,DePURA Kids
CON01711,0-12 months,South,T1,40+,50k-1L,4,Retail Chemist,Monthly,3,4,Family/Friends,0.798,False,Other brand
CON01712,1-5 years,North,T2,30-34,>1L,4,Retail Chemist,Every 2-3 months,2,4,Family/Friends,0.688,False,Other brand
CON01713,0-12 months,East,T1,30-34,>1L,3,Hospital Pharmacy,Every 2-3 months,3,4,Family/Friends,0.53,False,DePURA Kids
CON01714,0-12 months,South,T2,30-34,<25k,3,Hospital Pharmacy,Every 2-3 months,,5,Gynecologist,0.621,False,Not currently buying
CON01715,0-12 months,West,T1,25-29,50k-1L,4,Pharmacy Chain,Occasionally,3,3,Family/Friends,0.392,True,Other brand
CON01716,1-5 years,Central,T3,40+,50k-1L,5,Retail Chemist,Monthly,3,5,Pediatrician,0.797,False,DePURA Kids
CON01717,1-5 years,West,T2,35-39,<25k,2,Retail Chemist,Monthly,2,3,Family/Friends,0.916,True,Other brand
CON01718,0-12 months,North,T1,25-29,<25k,4,E-Pharmacy,Every 2-3 months,4,4,Pediatrician,0.571,False,DePURA Kids
CON01719,1-5 years,West,T3,18-24,<25k,2,Pharmacy Chain,One-time,4,2,Online/Social media,0.218,True,Not currently buying
CON01720,0-12 months,North,T2,30-34,<25k,4,Retail Chemist,One-time,4,4,Online/Social media,0.284,False,DePURA Kids
CON01721,1-5 years,North,T2,30-34,<25k,4,Hospital Pharmacy,Every 2-3 months,3,4,Pediatrician,0.692,False,DePURA Kids
CON01722,1-5 years,North,T2,25-29,50k-1L,4,E-Pharmacy,Occasionally,4,2,Family/Friends,0.468,True,Other brand
CON01723,6-12 years,North,T2,30-34,<25k,3,Retail Chemist,Occasionally,4,3,Family/Friends,0.302,False,Other brand
CON01724,0-12 months,South,T1,40+,25k-50k,5,Quick Commerce,Monthly,3,5,Pediatrician,0.896,False,DePURA Kids
CON01725,1-5 years,West,T1,30-34,<25k,2,Retail Chemist,Every 2-3 months,5,4,Family/Friends,0.579,False,Other brand
CON01726,6-12 years,North,T2,40+,>1L,2,Retail Chemist,One-time,3,2,Family/Friends,0.274,False,Other brand
CON01727,1-5 years,North,T2,25-29,25k-50k,2,Hospital Pharmacy,Monthly,3,2,Online/Social media,0.71,True,Other brand
CON01728,6-12 years,South,T1,18-24,>1L,3,Retail Chemist,Occasionally,3,2,Gynecologist,0.389,True,Other brand
CON01729,1-5 years,West,T1,30-34,50k-1L,3,E-Pharmacy,Every 2-3 months,3,5,Online/Social media,0.554,False,Other brand
CON01730,1-5 years,South,T1,30-34,>1L,3,Pharmacy Chain,Every 2-3 months,3,3,Pediatrician,0.696,True,Other brand
CON01731,0-12 months,North,T1,30-34,>1L,3,E-Pharmacy,Occasionally,3,3,Gynecologist,0.461,True,Other brand
CON01732,1-5 years,South,T2,30-34,50k-1L,3,Retail Chemist,Occasionally,3,4,Pharmacist,0.355,False,Not currently buying
CON01733,0-12 months,East,T2,25-29,25k-50k,3,Retail Chemist,Every 2-3 months,3,5,Pharmacist,0.672,False,Other brand
CON01734,6-12 years,South,T1,30-34,50k-1L,5,E-Pharmacy,Occasionally,3,3,Gynecologist,0.415,True,DePURA Kids
CON01735,0-12 months,South,T2,25-29,25k-50k,3,E-Pharmacy,Monthly,3,3,Online/Social media,0.79,True,Other brand
CON01736,13-18 years,North,T2,35-39,25k-50k,5,Retail Chemist,Occasionally,5,4,Family/Friends,0.394,False,DePURA Kids
CON01737,0-12 months,West,T1,35-39,>1L,2,Retail Chemist,Occasionally,2,2,Pharmacist,0.449,True,DePURA Kids
CON01738,6-12 years,North,T2,30-34,25k-50k,2,Retail Chemist,Occasionally,3,4,Pediatrician,0.314,False,Not currently buying
CON01739,1-5 years,South,T1,30-34,>1L,3,Hospital Pharmacy,Every 2-3 months,3,3,Family/Friends,0.601,False,Other brand
CON01740,13-18 years,South,T2,35-39,25k-50k,4,E-Pharmacy,Monthly,3,5,Pediatrician,0.707,False,DePURA Kids
CON01741,0-12 months,North,T2,25-29,>1L,4,Retail Chemist,Every 2-3 months,2,3,Pharmacist,0.576,True,Other brand
CON01742,0-12 months,South,T2,30-34,<25k,4,E-Pharmacy,Every 2-3 months,4,5,Pediatrician,0.645,False,Other brand
CON01743,0-12 months,Central,T3,25-29,50k-1L,3,Retail Chemist,Every 2-3 months,3,4,Pediatrician,0.65,False,Other brand
CON01744,13-18 years,East,T2,30-34,<25k,4,Retail Chemist,Every 2-3 months,4,4,Pediatrician,0.641,False,Not currently buying
CON01745,0-12 months,East,T2,30-34,>1L,4,Retail Chemist,Every 2-3 months,1,4,Pediatrician,0.646,False,DePURA Kids
CON01746,0-12 months,North,T1,25-29,25k-50k,4,Pharmacy Chain,Monthly,3,5,Pediatrician,0.731,False,DePURA Kids
CON01747,6-12 years,South,T2,25-29,25k-50k,4,Retail Chemist,Occasionally,3,5,Pharmacist,0.422,False,Other brand
CON01748,1-5 years,North,T2,35-39,>1L,4,Retail Chemist,Every 2-3 months,1,3,Pediatrician,0.601,False,Other brand
CON01749,6-12 years,Central,T3,30-34,<25k,3,Hospital Pharmacy,Every 2-3 months,4,3,Pharmacist,0.619,True,Other brand
CON01750,13-18 years,Central,T2,35-39,25k-50k,3,Hospital Pharmacy,Every 2-3 months,2,5,Pediatrician,0.614,False,DePURA Kids
CON01751,0-12 months,West,T1,25-29,25k-50k,4,Retail Chemist,Every 2-3 months,5,4,Pediatrician,0.658,False,Not currently buying
CON01752,0-12 months,South,T2,25-29,50k-1L,3,Retail Chemist,Monthly,2,4,Online/Social media,0.773,False,Not currently buying
CON01753,0-12 months,Central,T3,25-29,<25k,3,Retail Chemist,Every 2-3 months,3,4,Pharmacist,0.619,False,Other brand
CON01754,1-5 years,South,T1,25-29,<25k,4,Pharmacy Chain,Occasionally,4,4,Pediatrician,0.366,True,Other brand
CON01755,0-12 months,South,T1,25-29,50k-1L,3,Quick Commerce,Every 2-3 months,3,3,Online/Social media,0.508,False,Other brand
CON01756,6-12 years,West,T1,30-34,50k-1L,3,Hospital Pharmacy,Every 2-3 months,3,4,Pediatrician,0.543,False,Not currently buying
CON01757,0-12 months,North,T1,30-34,25k-50k,4,E-Pharmacy,Monthly,2,4,Pediatrician,0.944,False,Other brand
CON01758,6-12 years,North,T3,35-39,25k-50k,5,Retail Chemist,Every 2-3 months,3,5,Pediatrician,0.677,False,Other brand
CON01759,0-12 months,North,T2,30-34,50k-1L,4,Pharmacy Chain,Monthly,3,4,Pediatrician,0.848,False,Other brand
CON01760,13-18 years,South,T1,40+,25k-50k,3,Hospital Pharmacy,Every 2-3 months,3,4,Family/Friends,0.504,False,Not currently buying
CON01761,0-12 months,North,T3,25-29,<25k,2,Retail Chemist,Monthly,4,4,Family/Friends,0.884,False,Other brand
CON01762,6-12 years,West,T1,18-24,>1L,5,Retail Chemist,Monthly,2,5,Pediatrician,0.777,False,DePURA Kids
CON01763,6-12 years,West,T1,35-39,>1L,3,Pharmacy Chain,Occasionally,2,4,Pharmacist,0.354,False,Other brand
CON01764,0-12 months,South,T2,40+,50k-1L,5,Retail Chemist,Monthly,3,3,Pediatrician,0.751,False,Other brand
CON01765,0-12 months,East,T1,35-39,<25k,5,Retail Chemist,Monthly,2,4,Pediatrician,0.804,True,DePURA Kids
CON01766,6-12 years,North,T2,30-34,50k-1L,3,Retail Chemist,One-time,4,3,Family/Friends,0.287,False,Other brand
CON01767,6-12 years,West,T1,25-29,>1L,3,E-Pharmacy,Occasionally,2,3,Pediatrician,0.466,True,Not currently buying
CON01768,0-12 months,North,T2,25-29,<25k,2,Retail Chemist,Occasionally,3,4,Online/Social media,0.371,False,Other brand
CON01769,0-12 months,East,T2,35-39,>1L,4,Retail Chemist,Monthly,2,5,Pediatrician,0.824,False,Not currently buying
CON01770,1-5 years,Central,T2,30-34,25k-50k,5,Hospital Pharmacy,Every 2-3 months,4,3,Family/Friends,0.548,False,DePURA Kids
CON01771,0-12 months,North,T1,30-34,25k-50k,3,Pharmacy Chain,Monthly,3,3,Pediatrician,0.785,True,Other brand
CON01772,0-12 months,North,T1,25-29,25k-50k,3,Retail Chemist,Every 2-3 months,3,1,Family/Friends,0.537,True,Not currently buying
CON01773,0-12 months,East,T1,25-29,25k-50k,4,Quick Commerce,Every 2-3 months,2,4,Family/Friends,0.626,False,Not currently buying
CON01774,6-12 years,West,T2,25-29,<25k,3,E-Pharmacy,Every 2-3 months,4,5,Pediatrician,0.69,False,Not currently buying
CON01775,13-18 years,East,T3,30-34,25k-50k,4,Retail Chemist,Every 2-3 months,5,4,Pediatrician,0.662,False,Other brand
CON01776,0-12 months,South,T3,30-34,50k-1L,3,Hospital Pharmacy,Monthly,4,4,Gynecologist,0.769,False,Other brand
CON01777,0-12 months,Central,T2,25-29,50k-1L,5,Pharmacy Chain,Monthly,3,5,Pediatrician,0.788,False,DePURA Kids
CON01778,0-12 months,South,T2,30-34,50k-1L,4,Retail Chemist,Monthly,3,2,Family/Friends,0.849,True,Other brand
CON01779,1-5 years,South,T2,25-29,50k-1L,3,E-Pharmacy,Monthly,3,3,Pediatrician,0.799,False,Not currently buying
CON01780,0-12 months,South,T1,35-39,>1L,1,Pharmacy Chain,Every 2-3 months,3,3,Gynecologist,0.601,False,Not currently buying
CON01781,0-12 months,North,T1,25-29,50k-1L,4,Hospital Pharmacy,Occasionally,4,3,Pediatrician,0.446,False,Not currently buying
CON01782,6-12 years,South,T2,35-39,50k-1L,3,Hospital Pharmacy,Occasionally,3,5,Family/Friends,0.443,False,Other brand
CON01783,1-5 years,South,T2,35-39,50k-1L,3,Retail Chemist,Occasionally,4,4,Pharmacist,0.336,False,Other brand
CON01784,1-5 years,East,T3,30-34,50k-1L,4,Retail Chemist,Occasionally,4,5,Pediatrician,0.416,False,Other brand
CON01785,6-12 years,North,T2,30-34,50k-1L,4,Retail Chemist,Every 2-3 months,3,4,Pediatrician,0.655,False,DePURA Kids
CON01786,0-12 months,East,T2,25-29,<25k,2,Retail Chemist,Occasionally,5,4,Family/Friends,0.347,False,Not currently buying
CON01787,0-12 months,West,T1,30-34,25k-50k,3,Retail Chemist,Monthly,4,4,Pharmacist,0.801,False,Other brand
CON01788,1-5 years,North,T2,35-39,25k-50k,5,Retail Chemist,Every 2-3 months,2,5,Pediatrician,0.679,False,DePURA Kids
CON01789,0-12 months,South,T1,35-39,>1L,2,Quick Commerce,Monthly,2,1,Family/Friends,0.824,True,Not currently buying
CON01790,1-5 years,South,T1,25-29,<25k,2,Quick Commerce,Every 2-3 months,5,3,Gynecologist,0.508,False,Other brand
CON01791,13-18 years,North,T1,25-29,50k-1L,2,Hospital Pharmacy,Occasionally,2,3,Online/Social media,0.394,True,Not currently buying
CON01792,6-12 years,West,T1,30-34,>1L,2,E-Pharmacy,Monthly,3,3,Pediatrician,0.87,True,Not currently buying
CON01793,6-12 years,West,T3,35-39,25k-50k,3,Retail Chemist,Monthly,4,4,Pediatrician,0.974,False,DePURA Kids
CON01794,6-12 years,East,T1,25-29,<25k,5,E-Pharmacy,Monthly,4,4,Gynecologist,0.827,False,Other brand
CON01795,1-5 years,North,T1,35-39,<25k,2,Retail Chemist,Monthly,4,4,Pediatrician,0.894,False,Other brand
CON01796,6-12 years,South,T1,25-29,50k-1L,5,Retail Chemist,Every 2-3 months,3,5,Pediatrician,0.692,False,DePURA Kids
CON01797,0-12 months,East,T3,25-29,<25k,5,Retail Chemist,Every 2-3 months,3,5,Pediatrician,0.585,False,Other brand
CON01798,6-12 years,East,T3,35-39,25k-50k,4,Retail Chemist,Occasionally,4,4,Pharmacist,0.458,True,Other brand
CON01799,1-5 years,North,T2,35-39,>1L,4,Pharmacy Chain,Monthly,2,2,Pediatrician,0.831,True,Not currently buying
CON01800,0-12 months,South,T1,30-34,50k-1L,4,E-Pharmacy,Every 2-3 months,3,5,Pediatrician,0.592,False,Other brand
CON01801,6-12 years,West,T3,35-39,<25k,2,E-Pharmacy,Monthly,4,3,Pediatrician,0.751,True,Not currently buying
CON01802,1-5 years,South,T1,30-34,<25k,3,Retail Chemist,Every 2-3 months,4,3,Pediatrician,0.588,True,Not currently buying
CON01803,0-12 months,Central,T3,35-39,>1L,3,Pharmacy Chain,Every 2-3 months,2,5,Pediatrician,0.612,False,Other brand
CON01804,0-12 months,East,T3,25-29,<25k,5,Retail Chemist,Every 2-3 months,4,3,Gynecologist,0.565,False,Other brand
CON01805,1-5 years,South,T2,25-29,>1L,2,Hospital Pharmacy,Occasionally,2,2,Family/Friends,0.499,False,Not currently buying
CON01806,6-12 years,Central,T3,35-39,25k-50k,3,Retail Chemist,Occasionally,4,4,Family/Friends,0.353,False,Other brand
CON01807,6-12 years,East,T2,30-34,25k-50k,5,Retail Chemist,Occasionally,4,3,Pediatrician,0.397,True,DePURA Kids
CON01808,0-12 months,East,T3,25-29,25k-50k,3,Retail Chemist,Monthly,3,4,Pediatrician,0.745,True,Other brand
CON01809,6-12 years,North,T2,40+,25k-50k,3,Quick Commerce,Occasionally,3,5,Family/Friends,0.39,False,Other brand
CON01810,1-5 years,South,T1,40+,25k-50k,5,Retail Chemist,Occasionally,5,4,Family/Friends,0.449,False,Not currently buying
CON01811,6-12 years,East,T3,35-39,25k-50k,2,Retail Chemist,Occasionally,4,2,Gynecologist,0.43,True,Other brand
CON01812,0-12 months,East,T1,35-39,50k-1L,5,Retail Chemist,Every 2-3 months,4,4,Pediatrician,0.636,False,Other brand
CON01813,6-12 years,East,T3,18-24,25k-50k,4,Retail Chemist,Occasionally,3,5,Pediatrician,0.476,False,DePURA Kids
CON01814,0-12 months,South,T1,25-29,25k-50k,4,Pharmacy Chain,Every 2-3 months,5,2,Pharmacist,0.618,True,Other brand
CON01815,0-12 months,North,T1,25-29,25k-50k,4,E-Pharmacy,Every 2-3 months,3,4,Online/Social media,0.676,False,Not currently buying
CON01816,0-12 months,North,T1,30-34,>1L,4,Pharmacy Chain,Every 2-3 months,2,4,Family/Friends,0.621,False,Other brand
CON01817,0-12 months,West,T1,25-29,50k-1L,4,Retail Chemist,Occasionally,2,4,Gynecologist,0.362,False,Other brand
CON01818,13-18 years,South,T1,25-29,25k-50k,4,Retail Chemist,Every 2-3 months,4,5,Family/Friends,0.507,False,Not currently buying
CON01819,6-12 years,East,T2,35-39,50k-1L,4,E-Pharmacy,Every 2-3 months,2,3,Gynecologist,0.61,False,Other brand
CON01820,0-12 months,West,T2,25-29,50k-1L,4,Retail Chemist,Monthly,3,4,Pediatrician,0.729,True,DePURA Kids
CON01821,6-12 years,South,T1,35-39,50k-1L,5,Retail Chemist,Monthly,3,5,Pediatrician,0.814,False,Other brand
CON01822,0-12 months,Central,T2,25-29,25k-50k,5,Retail Chemist,Every 2-3 months,3,5,Pediatrician,0.682,False,Other brand
CON01823,6-12 years,North,T2,40+,>1L,4,Quick Commerce,Monthly,3,4,Pediatrician,0.837,False,Other brand
CON01824,1-5 years,West,T1,35-39,>1L,3,Retail Chemist,Occasionally,1,4,Pharmacist,0.475,False,Other brand
CON01825,1-5 years,West,T1,25-29,25k-50k,4,Retail Chemist,Occasionally,4,4,Family/Friends,0.485,False,Other brand
CON01826,6-12 years,South,T1,25-29,25k-50k,3,Retail Chemist,Occasionally,3,5,Family/Friends,0.462,False,Other brand
CON01827,1-5 years,South,T3,30-34,25k-50k,3,Retail Chemist,Occasionally,4,3,Gynecologist,0.424,False,Other brand
CON01828,0-12 months,West,T3,35-39,>1L,2,Retail Chemist,Every 2-3 months,3,5,Online/Social media,0.689,False,DePURA Kids
CON01829,6-12 years,East,T2,30-34,>1L,3,Retail Chemist,Every 2-3 months,3,4,Family/Friends,0.676,False,Other brand
CON01830,0-12 months,West,T1,18-24,>1L,4,Retail Chemist,Monthly,2,5,Pediatrician,0.753,False,DePURA Kids
CON01831,1-5 years,South,T2,25-29,25k-50k,4,Pharmacy Chain,Monthly,2,3,Online/Social media,0.733,False,Other brand
CON01832,0-12 months,North,T2,35-39,50k-1L,4,Pharmacy Chain,Monthly,2,5,Pharmacist,0.846,False,Not currently buying
CON01833,1-5 years,West,T2,25-29,>1L,5,Retail Chemist,Monthly,2,3,Family/Friends,0.711,False,Other brand
CON01834,1-5 years,South,T1,18-24,50k-1L,4,Hospital Pharmacy,Monthly,2,4,Pediatrician,0.913,False,Other brand
CON01835,6-12 years,West,T3,40+,25k-50k,4,Retail Chemist,Occasionally,4,3,Family/Friends,0.451,False,Other brand
CON01836,13-18 years,South,T1,30-34,50k-1L,4,Retail Chemist,Occasionally,3,3,Family/Friends,0.466,False,Other brand
CON01837,1-5 years,West,T3,18-24,<25k,4,Hospital Pharmacy,Occasionally,4,3,Online/Social media,0.336,True,Other brand
CON01838,0-12 months,North,T2,30-34,25k-50k,3,Retail Chemist,Every 2-3 months,4,3,Pediatrician,0.691,False,Other brand
CON01839,0-12 months,East,T1,40+,25k-50k,5,Quick Commerce,Monthly,2,3,Pediatrician,0.833,True,Other brand
CON01840,0-12 months,South,T3,30-34,25k-50k,4,Retail Chemist,Every 2-3 months,2,3,Online/Social media,0.619,True,Other brand
CON01841,0-12 months,South,T2,30-34,25k-50k,4,Retail Chemist,Every 2-3 months,3,2,Gynecologist,0.623,True,DePURA Kids
CON01842,6-12 years,East,T3,30-34,<25k,4,Retail Chemist,Every 2-3 months,3,3,Pediatrician,0.672,False,Other brand
CON01843,6-12 years,South,T1,30-34,>1L,2,Pharmacy Chain,Monthly,1,3,Pediatrician,0.766,True,Other brand
CON01844,0-12 months,North,T1,18-24,>1L,3,Retail Chemist,Every 2-3 months,1,5,Family/Friends,0.659,False,Other brand
CON01845,0-12 months,South,T1,30-34,<25k,4,Retail Chemist,Every 2-3 months,5,5,Gynecologist,0.658,False,Other brand
CON01846,0-12 months,Central,T2,25-29,50k-1L,2,E-Pharmacy,Occasionally,4,3,Pharmacist,0.492,False,Other brand
CON01847,6-12 years,North,T2,25-29,25k-50k,3,Retail Chemist,Every 2-3 months,4,2,Online/Social media,0.567,False,Other brand
CON01848,0-12 months,South,T1,18-24,<25k,3,E-Pharmacy,Monthly,4,4,Family/Friends,0.712,False,Other brand
CON01849,0-12 months,South,T3,30-34,25k-50k,3,Retail Chemist,Monthly,4,4,Gynecologist,0.756,False,Other brand
CON01850,6-12 years,Central,T3,30-34,25k-50k,5,Retail Chemist,One-time,3,3,Family/Friends,0.286,False,Other brand
CON01851,6-12 years,North,T2,30-34,25k-50k,4,Retail Chemist,Monthly,4,4,Pediatrician,0.766,False,Other brand
CON01852,6-12 years,South,T1,30-34,>1L,3,Hospital Pharmacy,Monthly,1,4,Pediatrician,0.763,False,Not currently buying
CON01853,6-12 years,North,T1,18-24,25k-50k,3,Quick Commerce,Every 2-3 months,4,2,Family/Friends,0.696,False,Other brand
CON01854,0-12 months,North,T2,30-34,50k-1L,5,Pharmacy Chain,Monthly,3,5,Pediatrician,0.797,False,Other brand
CON01855,6-12 years,South,T2,30-34,50k-1L,4,Retail Chemist,Monthly,4,3,Pediatrician,0.749,False,Not currently buying
CON01856,0-12 months,West,T3,40+,<25k,4,Retail Chemist,Every 2-3 months,4,5,Pediatrician,0.541,False,Not currently buying
CON01857,1-5 years,South,T1,25-29,50k-1L,2,Retail Chemist,Occasionally,3,4,Online/Social media,0.368,False,Not currently buying
CON01858,0-12 months,West,T1,30-34,<25k,3,E-Pharmacy,Every 2-3 months,3,3,Family/Friends,0.625,False,DePURA Kids
CON01859,0-12 months,Central,T3,30-34,<25k,3,Retail Chemist,Monthly,4,4,Online/Social media,0.78,True,Other brand
CON01860,13-18 years,North,T1,25-29,25k-50k,3,E-Pharmacy,Every 2-3 months,4,3,Pharmacist,0.593,False,DePURA Kids
CON01861,1-5 years,North,T1,30-34,50k-1L,4,E-Pharmacy,Monthly,3,5,Pediatrician,0.719,False,Not currently buying
CON01862,0-12 months,East,T3,40+,50k-1L,4,E-Pharmacy,Every 2-3 months,3,3,Family/Friends,0.621,False,Other brand
CON01863,0-12 months,West,T1,40+,25k-50k,3,Hospital Pharmacy,Every 2-3 months,3,5,Pediatrician,0.624,False,Other brand
CON01864,13-18 years,South,T2,30-34,25k-50k,3,Pharmacy Chain,Occasionally,3,5,Pediatrician,0.48,False,DePURA Kids
CON01865,13-18 years,Central,T2,25-29,25k-50k,5,Pharmacy Chain,Monthly,3,4,Pediatrician,0.843,False,Other brand
CON01866,6-12 years,North,T1,30-34,>1L,4,Pharmacy Chain,Occasionally,1,3,Pediatrician,0.451,True,Not currently buying
CON01867,1-5 years,North,T1,35-39,25k-50k,4,Retail Chemist,Monthly,4,3,Pediatrician,0.868,True,Other brand
CON01868,6-12 years,North,T1,30-34,50k-1L,4,E-Pharmacy,Occasionally,4,4,Online/Social media,0.374,False,Other brand
CON01869,0-12 months,Central,T2,30-34,25k-50k,4,Pharmacy Chain,Every 2-3 months,5,5,Pediatrician,0.64,False,DePURA Kids
CON01870,6-12 years,West,T1,35-39,>1L,4,Quick Commerce,Every 2-3 months,2,4,Pediatrician,0.685,False,DePURA Kids
CON01871,0-12 months,East,T2,35-39,50k-1L,3,Quick Commerce,Every 2-3 months,3,5,Pharmacist,0.54,False,Other brand
CON01872,6-12 years,North,T2,30-34,25k-50k,5,Retail Chemist,Monthly,4,4,Pediatrician,0.897,False,DePURA Kids
CON01873,13-18 years,West,T2,30-34,50k-1L,3,Retail Chemist,Every 2-3 months,2,4,Pediatrician,0.635,False,Other brand
CON01874,1-5 years,North,T1,25-29,50k-1L,3,E-Pharmacy,Occasionally,4,4,Gynecologist,0.311,False,Not currently buying
CON01875,6-12 years,South,T1,30-34,50k-1L,3,Hospital Pharmacy,Every 2-3 months,2,4,Online/Social media,0.655,False,Other brand
CON01876,0-12 months,North,T2,35-39,50k-1L,5,Pharmacy Chain,Monthly,4,5,Pediatrician,0.917,False,DePURA Kids
CON01877,0-12 months,South,T1,25-29,50k-1L,2,Pharmacy Chain,Occasionally,4,4,Family/Friends,0.469,True,Other brand
CON01878,6-12 years,South,T1,35-39,>1L,4,Retail Chemist,Every 2-3 months,2,4,Pharmacist,0.64,False,Not currently buying
CON01879,0-12 months,East,T2,35-39,25k-50k,3,Retail Chemist,Monthly,4,4,Pediatrician,1.0,False,Other brand
CON01880,0-12 months,North,T2,30-34,50k-1L,3,Retail Chemist,Occasionally,3,4,Online/Social media,0.321,False,Other brand
CON01881,1-5 years,South,T1,25-29,>1L,5,E-Pharmacy,Monthly,3,4,Pediatrician,0.721,True,DePURA Kids
CON01882,13-18 years,West,T1,25-29,>1L,4,Retail Chemist,Every 2-3 months,3,5,Family/Friends,0.641,False,Not currently buying
CON01883,6-12 years,West,T1,35-39,>1L,4,Hospital Pharmacy,Occasionally,3,4,Family/Friends,0.307,False,Other brand
